,Id,MSSubClass,MSZoning,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,TotalSF,Total_Bathrooms,Total_porch_SF,hasPool,hasBasement,hasFirePlaces,has2ndFloor,GrupoPrecio
647,742,1_story_1946_,RL,8.82010864450861,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,6,8,1960_1990,1990_,Hip,CompShg,HdBoard,HdBoard,None,0,TA,Gd,CBlock,TA,TA,Mn,Unf,6.72503364216684,Unf,0,4.39444915467244,912,GasA,Gd,Y,SBrkr,912,0,0,6.81673588059497,1,1,1,0,3,0.693147180559945,Gd,5,Typ,0,NA,Detchd,1962,Unf,1,288,TA,TA,Y,168,0,0,0,0,0,NA,GdPrv,NA,0,5,2008,WD,Normal,11.8635823365834,7.50878717063428,2.5,168,False,True,False,False,Muy Barato
648,743,1_story_1946_,RL,9.04204005654448,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,7,5,1990_,1990_,Gable,CompShg,VinylSd,VinylSd,BrkFace,108,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,0,7.20785987143248,1349,GasA,Ex,Y,SBrkr,1349,0,0,7.20785987143248,0,0,2,0,3,0.693147180559945,TA,6,Typ,0,NA,Attchd,2000,Unf,2,539,TA,TA,Y,120,55,0,0,0,0,NA,GdPrv,NA,0,12,2007,WD,Normal,12.0951410848229,7.9002660367677,2,175,False,True,False,False,Normal
649,746,2_story_1946_,RL,9.10097183492082,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,8,9,1960_1990,1990_,Hip,CompShg,VinylSd,VinylSd,BrkFace,289,Ex,Gd,CBlock,TA,Gd,No,ALQ,6.35610766069589,ALQ,80,6.19031540585315,1142,GasA,Ex,Y,SBrkr,1175,1540,0,7.90691548867859,0,1,3,1,4,0.693147180559945,Gd,11,Typ,2,TA,BuiltIn,1994,Fin,2,831,TA,TA,Y,0,204,0,0,0,0,NA,NA,NA,0,7,2008,WD,Normal,12.6108708646506,8.25764495820823,4,204,False,True,True,True,Muy Caro
650,747,2_story_1946_,RL,9.08205235167465,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,1990_,1990_,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,No,Unf,5.70711026474888,Unf,0,6.48157712927643,952,GasA,Ex,Y,SBrkr,980,1276,0,7.72179177681754,0,0,2,1,4,0.693147180559945,Gd,8,Typ,1,TA,BuiltIn,2000,Fin,2,554,TA,TA,Y,224,54,0,0,0,0,NA,NA,NA,0,4,2009,WD,Normal,12.3715870840077,8.07340296898641,2.5,278,False,True,True,True,Muy Caro
651,748,2_story_1945_,RM,9.36742958721896,Pave,Pave,IR1,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2Story,7,7,1900_1930,1990_,Mansard,CompShg,Stucco,Stucco,None,0,Gd,TA,Stone,TA,Fa,No,Unf,0,Unf,0,7.12367278520461,1240,GasW,TA,N,SBrkr,1320,1320,0,7.87891291229713,0,0,1,1,4,0.693147180559945,Gd,8,Typ,1,Gd,Detchd,1950,Unf,4,864,TA,TA,N,181,0,386,0,0,0,NA,NA,NA,0,5,2009,WD,Normal,12.4911726372789,8.26359043261732,1.5,567,False,True,True,True,Muy Caro
652,749,1_story_1946_,RL,9.26804308210447,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,1Story,7,5,1990_,1990_,Hip,CompShg,VinylSd,VinylSd,BrkFace,338,Gd,TA,PConc,Gd,TA,No,Unf,6.82437367004309,Unf,0,6.68710860786651,1720,GasA,Ex,Y,SBrkr,1720,0,0,7.45066079621154,1,0,2,0,3,0.693147180559945,Gd,7,Typ,1,TA,Attchd,1996,Fin,2,527,TA,TA,Y,240,56,154,0,0,0,NA,NA,NA,0,3,2010,WD,Normal,12.4699741893166,8.14322675036744,3,450,False,True,True,False,Muy Caro
653,750,1_5 story_fin,RL,9.03670101556506,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,4,3,1930_1960,1930_1960,Gable,CompShg,WdShing,Wd Shng,None,0,TA,TA,Slab,NA,NA,NA,NA,0,NA,0,0,0,Wall,TA,N,FuseF,1088,441,0,7.33302301438648,0,0,2,0,4,0.693147180559945,TA,9,Mod,0,NA,Detchd,1945,Unf,1,240,TA,TA,N,92,0,185,0,0,0,NA,NA,NA,0,4,2009,WD,Normal,11.4927227576527,7.33236920592906,2,277,False,False,False,True,Muy Barato
654,751,1_5 story_fin,RM,9.08262063037381,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,4,7,1900_1930,1990_,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,BrkTil,TA,Fa,No,Unf,0,Unf,0,6.3578422665081,576,GasA,Gd,Y,SBrkr,792,348,0,7.03966034986208,0,0,1,0,3,0.693147180559945,TA,7,Min2,0,NA,NA,1950,NA,0,0,NA,NA,N,0,160,0,0,0,0,NA,NA,NA,0,6,2010,WD,Normal,11.4772982873271,7.44775128004791,1,160,False,True,False,True,Muy Barato
655,752,2_story_1946_,RL,8.95557714628151,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,RRAn,Norm,1Fam,2Story,7,5,1990_,1990_,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,6.49375383985169,660,GasA,Ex,Y,SBrkr,660,660,0,7.18614430452233,0,0,2,1,3,0.693147180559945,Gd,6,Typ,0,NA,Attchd,2003,Fin,2,400,TA,TA,Y,0,48,0,0,0,0,NA,NA,NA,0,8,2007,WD,Normal,11.9953516142145,7.59085212368858,2.5,48,False,True,False,True,Barato
656,753,1_story_1946_,RL,9.13097243659261,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,6,5,1990_,1990_,Gable,CompShg,VinylSd,VinylSd,None,0,TA,Gd,PConc,Gd,TA,Gd,Unf,7.09090982207998,Unf,0,5.63478960316925,1479,GasA,Ex,Y,SBrkr,1494,0,0,7.30988148582479,1,0,2,0,3,0.693147180559945,Gd,6,Typ,0,NA,Attchd,1997,RFn,2,576,TA,TA,Y,168,27,0,0,0,0,NA,NA,NA,0,7,2006,WD,Normal,12.2876526325226,7.9973268229981,3,195,False,True,False,False,Muy Caro
657,754,2_story_1946_,RL,9.23415455007544,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,1990_,1990_,Gable,CompShg,VinylSd,VinylSd,BrkFace,178,Gd,TA,PConc,Gd,TA,Mn,Unf,0,Unf,0,6.93828448401696,1030,GasA,Gd,Y,SBrkr,1038,1060,0,7.64921631982063,0,0,2,1,3,0.693147180559945,Ex,8,Typ,1,Gd,Attchd,2005,RFn,3,878,TA,TA,Y,192,52,0,0,0,0,NA,NA,NA,0,3,2006,WD,Normal,12.5263429075751,8.0481491016652,2.5,244,False,True,True,True,Muy Caro
658,755,1_story_1946_,RL,8.97853441008332,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,8,1960_1990,1990_,Gable,CompShg,Plywood,Plywood,None,0,TA,TA,CBlock,TA,TA,No,LwQ,6.08677472691231,LwQ,472,4.75359019110636,1026,GasA,Gd,Y,SBrkr,1026,0,0,6.93439720992856,1,0,1,0,3,0.693147180559945,Gd,5,Typ,0,NA,Detchd,1969,RFn,2,440,TA,TA,Y,171,48,0,0,0,0,NA,NA,NA,0,7,2009,WD,Normal,11.9576112862317,7.62657020629066,2,219,False,True,False,False,Barato
659,756,2_story_PUD_1946,FV,8.0805469658245,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,6,5,1990_,1990_,Gable,CompShg,MetalSd,MetalSd,BrkFace,894,TA,TA,PConc,Gd,TA,No,Unf,5.94542060860658,Unf,0,5.85507192220243,729,GasA,Gd,Y,SBrkr,742,729,0,7.29437729928882,0,0,2,1,3,0.693147180559945,TA,6,Typ,0,NA,Detchd,1999,Unf,2,440,TA,TA,Y,0,24,0,0,0,0,NA,NA,NA,0,3,2009,WD,Normal,12.0581525154536,7.69621263934641,2.5,24,False,True,False,True,Normal
660,757,2_story_1946_,RL,9.28451977015043,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,5,1990_,1990_,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,Av,Unf,3.04452243772342,Unf,0,6.74170069465205,866,GasA,Ex,Y,SBrkr,866,902,0,7.47816969415979,0,0,2,1,3,0.693147180559945,Gd,7,Typ,0,NA,Attchd,2007,RFn,2,578,TA,TA,Y,144,105,0,0,0,0,NA,NA,NA,0,4,2009,WD,Normal,12.2643415536542,7.87625888230323,2.5,249,False,True,False,True,Muy Caro
661,758,2_story_1946_,RL,9.36022482151347,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,Norm,Norm,1Fam,2Story,6,5,1960_1990,1960_1990,Hip,CompShg,HdBoard,HdBoard,BrkCmn,328,TA,TA,CBlock,TA,TA,Mn,Unf,6.08449941307517,Unf,0,5.45958551414416,672,GasA,TA,Y,SBrkr,672,714,0,7.23489842031483,0,0,2,1,3,0.693147180559945,TA,6,Typ,1,TA,Attchd,1978,Fin,2,440,TA,TA,Y,335,0,0,0,0,0,NA,GdPrv,NA,0,4,2010,WD,Abnorml,11.9760303525248,7.62948991639399,2.5,335,False,True,True,True,Barato
662,759,2_story_PUD_1946,FV,7.73236922228439,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,7,5,1990_,1990_,Gable,CompShg,MetalSd,MetalSd,BrkFace,360,TA,TA,PConc,Gd,TA,No,Unf,6.30991827822652,Unf,0,5.27811465923052,744,GasA,Gd,Y,SBrkr,757,744,0,7.31455283232408,0,0,2,1,3,0.693147180559945,TA,6,Typ,0,NA,Detchd,1999,Unf,2,440,TA,TA,Y,0,0,0,0,0,0,NA,NA,NA,0,8,2008,WD,Normal,12.0973732286068,7.71646080017636,2.5,0,False,True,False,True,Normal
663,760,2_story_1946_,RL,9.41393406404568,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1990_,1990_,Gable,CompShg,VinylSd,VinylSd,BrkFace,513,Gd,TA,PConc,Gd,TA,Av,ALQ,4.04305126783455,ALQ,64,7.08924315502751,1318,GasA,Ex,Y,SBrkr,1328,1203,0,7.83676478326407,0,0,2,1,4,0.693147180559945,Gd,9,Typ,1,TA,Attchd,1995,RFn,3,752,TA,TA,Y,222,98,0,0,0,0,NA,NA,NA,0,11,2007,WD,Normal,12.5776362019627,8.25556865328375,2.5,320,False,True,True,True,Muy Caro
664,761,1_story_1946_,RL,9.11613957657736,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1930_1960,1930_1960,Hip,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,CBlock,TA,TA,No,Unf,6.41836493593621,Unf,0,5.53338948872752,864,GasA,Ex,Y,SBrkr,864,0,0,6.76272950693188,0,0,1,0,2,0.693147180559945,TA,5,Typ,0,NA,Detchd,2008,Unf,1,300,Ex,Ex,Y,0,0,0,0,0,0,NA,NA,Shed,450,10,2009,WD,Normal,11.7558716435806,7.454719949364,1,0,False,True,False,False,Muy Barato
665,762,1_story_1945_,RM,8.84101431048389,Pave,NA,Reg,Lvl,AllPub,FR2,Gtl,BrkSide,Feedr,Norm,1Fam,1Story,5,5,1900_1930,1930_1960,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,PConc,TA,TA,Mn,Unf,6.00635315960173,Unf,0,6.60800062529609,1145,GasA,TA,Y,SBrkr,1301,0,0,7.17165682276851,0,0,1,0,2,0.693147180559945,Fa,5,Min1,0,NA,Detchd,1965,Unf,2,440,TA,TA,Y,0,0,0,0,0,0,NA,NA,NA,0,10,2009,WD,Normal,11.5129254649702,7.80220931624712,1,0,False,True,False,False,Muy Barato
666,763,2_story_1946_,FV,9.0642735958414,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,5,1990_,1990_,Gable,CompShg,VinylSd,VinylSd,None,0,TA,TA,PConc,Gd,TA,Mn,Unf,3.2188758248682,Unf,0,6.59714570188665,756,GasA,Ex,Y,SBrkr,764,783,0,7.34471905414967,0,0,2,1,3,0.693147180559945,Gd,7,Typ,0,NA,Attchd,2009,Unf,2,614,TA,TA,Y,169,45,0,0,0,0,NA,NA,NA,0,6,2010,Con,Normal,12.2793231072698,7.74196789982069,2.5,214,False,True,False,True,Muy Caro
667,764,2_story_1946_,RL,9.15175741454389,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1990_,1990_,Gable,CompShg,VinylSd,VinylSd,BrkFace,673,Gd,TA,PConc,Gd,TA,Mn,Unf,7.05961762829138,Unf,0,4.49980967033027,1252,GasA,Ex,Y,SBrkr,1268,1097,0,7.76895604453833,1,0,2,1,3,0.693147180559945,Gd,8,Typ,1,Gd,Attchd,1999,RFn,3,856,TA,TA,Y,0,128,0,0,180,0,NA,NA,NA,0,7,2009,WD,Normal,12.7278382093345,8.1934002319521,3.5,308,False,True,True,True,Muy Caro
668,765,1_story_PUD_1946_,RL,9.16429643347478,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,Veenker,Norm,Norm,TwnhsE,1Story,8,5,1990_,1990_,Hip,CompShg,BrkFace,BrkFace,None,0,Gd,Gd,PConc,Gd,Gd,Av,GLQ,6.08221891037645,GLQ,1057,0,1494,GasA,Ex,Y,SBrkr,1494,0,0,7.30988148582479,1,0,1,1,2,0.693147180559945,Ex,6,Typ,1,Gd,Attchd,1995,Fin,2,481,TA,TA,Y,0,30,0,0,216,0,NA,NA,NA,0,4,2006,WD,Normal,12.5061772379805,8.00235954625271,2.5,246,False,True,True,False,Muy Caro
669,766,1_story_1946_,RL,9.58795455192857,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,9,5,1990_,1990_,Gable,CompShg,VinylSd,VinylSd,Stone,284,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,7.3125534981026,1498,GasA,Ex,Y,SBrkr,1506,0,0,7.3178761986265,0,0,2,0,2,0.693147180559945,Ex,6,Typ,1,Gd,Attchd,2008,Fin,2,592,TA,TA,Y,0,174,0,0,0,0,NA,NA,NA,0,8,2008,New,Partial,12.4842042571701,8.00770001288403,2,174,False,True,True,False,Muy Caro
670,767,2_story_1946_,RL,9.25167423546916,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,7,5,1960_1990,1960_1990,Gable,CompShg,HdBoard,HdBoard,BrkFace,42,TA,TA,CBlock,Gd,TA,No,Unf,5.97888576490112,Unf,0,6.3750248198281,980,GasA,TA,Y,SBrkr,980,734,0,7.44716835960004,0,0,2,1,3,0.693147180559945,TA,7,Typ,1,TA,Attchd,1988,Unf,2,496,TA,TA,Y,228,66,156,0,0,0,NA,MnPrv,Shed,500,3,2010,WD,Normal,12.1884177102915,7.89878235697031,2.5,450,False,True,True,True,Caro
671,768,1_5 story_fin,RL,9.43420366421474,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1.5Fin,6,7,1930_1960,1960_1990,Gable,CompShg,VinylSd,VinylSd,None,0,TA,TA,CBlock,Gd,TA,Mn,Unf,6.49375383985169,Unf,0,5.78074351579233,983,GasA,Ex,Y,SBrkr,983,767,0,7.46794233228585,1,0,2,0,4,0.693147180559945,TA,7,Mod,0,NA,Attchd,1989,Unf,1,423,TA,TA,Y,245,0,156,0,0,0,NA,NA,Shed,1300,7,2008,WD,Normal,11.982929094216,7.91315518592807,3,401,False,True,False,True,Barato
672,769,1_story_1946_,RL,9.11613957657736,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,1990_,1990_,Hip,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,No,Unf,3.2188758248682,Unf,0,7.51588908521513,1860,GasA,Ex,Y,SBrkr,1836,0,0,7.51588908521513,0,0,2,0,3,0.693147180559945,Gd,8,Typ,1,Gd,Attchd,2004,Fin,2,484,TA,TA,Y,120,33,0,0,0,0,NA,NA,NA,0,10,2006,WD,Normal,12.2869011981928,8.21500643276157,2,153,False,True,True,False,Muy Caro
673,770,2_story_1946_,RL,10.8875303864611,Pave,NA,IR2,HLS,AllPub,CulDSac,Mod,StoneBr,Norm,Norm,1Fam,2Story,8,5,1990_,1990_,Hip,CompShg,CemntBd,Wd Shng,BrkFace,603,Ex,TA,PConc,Gd,TA,Gd,Unf,7.25629723969068,Unf,0,5.45958551414416,1650,GasA,Ex,Y,SBrkr,1690,1589,0,8.09559870137819,1,0,3,1,4,0.693147180559945,Ex,12,Mod,1,Gd,BuiltIn,2003,Fin,3,841,TA,TA,Y,503,36,0,0,210,0,NA,NA,NA,0,6,2010,WD,Normal,13.1956138391439,8.50289140670538,4.5,749,False,True,True,True,Muy Caro
674,771,split_foyer,RL,8.88917045536341,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,Norm,Norm,1Fam,SFoyer,5,5,1960_1990,1960_1990,Hip,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,CBlock,Gd,TA,Av,Unf,6.53087762772588,Unf,0,5.15905529921453,858,GasA,TA,Y,SBrkr,858,0,0,6.75576892198425,1,0,1,0,2,0.693147180559945,TA,5,Typ,0,NA,Detchd,1983,Unf,2,576,TA,TA,Y,120,0,0,0,0,0,NA,NA,NA,0,4,2009,WD,Normal,11.8122890421958,7.44775128004791,2,120,False,True,False,False,Muy Barato
675,772,1_story_1946_,RL,9.09133158539398,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,5,1930_1960,1930_1960,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,CBlock,Fa,Fa,No,Unf,6.72982407048948,Unf,0,0,836,GasA,TA,Y,FuseF,1220,0,0,7.1074254741107,0,0,1,0,2,0.693147180559945,TA,6,Typ,0,NA,Detchd,1951,Unf,2,396,TA,TA,Y,0,0,0,0,0,0,NA,NA,NA,0,4,2006,COD,Normal,11.5327280922664,7.62851762657506,1,0,False,True,False,False,Muy Barato
676,773,split_multi_level,RL,8.96443983353936,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,SLvl,6,5,1960_1990,1960_1990,Gable,CompShg,Plywood,Plywood,None,0,TA,TA,CBlock,TA,TA,Av,BLQ,6.04737217904628,BLQ,127,6.17586727010576,1029,GasA,TA,Y,SBrkr,1117,0,0,7.01929665371504,1,0,1,0,3,0.693147180559945,TA,6,Typ,1,TA,Detchd,1976,Unf,2,672,TA,TA,Y,144,0,0,0,0,0,NA,MnPrv,NA,0,3,2010,WD,Abnorml,11.580584113444,7.67136092319064,2,144,False,True,True,False,Muy Barato
677,774,1_story_1946_,RL,9.22532750178443,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Feedr,Norm,1Fam,1Story,5,5,1930_1960,1930_1960,Gable,CompShg,Wd Sdng,Wd Sdng,None,1,TA,TA,CBlock,TA,TA,No,Unf,6.12468339089421,Unf,0,6.12468339089421,912,GasA,Ex,Y,FuseA,912,0,0,6.81673588059497,0,0,1,0,2,0.693147180559945,TA,5,Typ,0,NA,Attchd,1958,RFn,1,275,TA,TA,Y,0,0,0,0,0,0,NA,NA,NA,0,7,2007,COD,Normal,11.6483301019764,7.50878717063428,1,0,False,True,False,False,Muy Barato
678,775,1_story_1946_,RL,9.56289684665117,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,1990_,1990_,Hip,CompShg,VinylSd,VinylSd,BrkFace,375,Gd,TA,PConc,Gd,TA,Av,Unf,0,Unf,0,7.56837926783652,1935,GasA,Gd,Y,SBrkr,1973,0,0,7.58781721999343,0,0,2,0,3,0.693147180559945,Gd,9,Typ,1,Gd,Attchd,2006,Fin,3,895,TA,TA,Y,315,45,0,0,0,0,NA,NA,NA,0,7,2007,New,Partial,12.8866410438833,8.27078101316267,2,360,False,True,True,False,Muy Caro
679,776,1_story_PUD_1946_,RM,8.41205487329293,Pave,NA,Reg,Lvl,AllPub,FR2,Gtl,Mitchel,Norm,Norm,TwnhsE,1Story,6,5,1990_,1990_,Hip,CompShg,VinylSd,VinylSd,BrkFace,320,TA,TA,PConc,Ex,TA,No,Unf,6.76503897678054,Unf,0,5.82600010738045,1204,GasA,Ex,Y,SBrkr,1204,0,0,7.09423484592476,1,0,2,0,2,0.693147180559945,TA,5,Typ,0,NA,Attchd,1998,Fin,2,412,TA,TA,Y,0,247,0,0,0,0,NA,NA,NA,0,6,2009,WD,Normal,11.9953516142145,7.78655180642871,3,247,False,True,False,False,Barato
680,777,1_story_1946_,RL,9.32465071815359,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,1990_,1990_,Gable,CompShg,VinylSd,VinylSd,BrkFace,240,Gd,TA,PConc,Gd,TA,Av,Unf,3.04452243772342,Unf,0,7.37462901521894,1614,GasA,Ex,Y,SBrkr,1614,0,0,7.38709023565676,0,0,2,0,3,0.693147180559945,Gd,7,Typ,0,NA,Attchd,2005,RFn,3,865,TA,TA,Y,144,59,0,0,0,0,NA,NA,NA,0,7,2006,New,Partial,12.3081778684673,8.07961802938984,2,203,False,True,False,False,Muy Caro
681,778,1_story_1946_,RL,9.49934656739009,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,1960_1990,1960_1990,Hip,CompShg,HdBoard,Plywood,None,0,TA,TA,CBlock,TA,TA,No,Unf,6.63725803128446,Unf,0,4.63472898822964,864,GasA,TA,Y,SBrkr,894,0,0,6.79682371827486,1,0,1,0,3,0.693147180559945,TA,5,Typ,1,Fa,Attchd,1974,Unf,2,440,TA,TA,Y,241,0,0,0,0,0,NA,MnPrv,NA,0,6,2006,WD,Normal,11.8670972786908,7.47193207824512,2,241,False,True,True,False,Muy Barato
682,779,duplex_all_style_age,RH,9.03610602536485,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Feedr,Norm,Duplex,1Story,5,5,1960_1990,1960_1990,Gable,CompShg,Plywood,Plywood,BrkFace,320,TA,TA,Slab,NA,NA,NA,NA,0,NA,0,0,0,GasA,TA,Y,SBrkr,2020,0,0,7.61134771740362,0,0,2,0,4,1.09861228866811,TA,10,Typ,2,TA,Detchd,1977,Unf,2,630,TA,TA,Y,0,0,0,0,0,0,NA,NA,NA,0,10,2007,WD,Normal,11.8775685785581,7.61085279039525,2,0,False,False,True,False,Muy Barato
683,780,duplex_all_style_age,RL,9.2620785673806,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,Duplex,SFoyer,6,5,1960_1990,1960_1990,Gable,CompShg,Plywood,ImStucc,BrkFace,90,TA,TA,CBlock,Gd,TA,Gd,Unf,6.88346258641309,Unf,0,0,975,GasA,TA,Y,SBrkr,1004,0,0,6.91274282049318,1,0,1,0,2,0.693147180559945,TA,4,Typ,0,NA,Attchd,1977,Unf,2,504,TA,TA,Y,0,0,0,0,0,0,NA,NA,NA,0,5,2006,WD,Normal,11.8130300574206,7.59034694560257,2,0,False,True,False,False,Muy Barato
684,781,1_story_1946_,RL,8.97157543975902,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,1Story,7,5,1990_,1990_,Gable,CompShg,HdBoard,HdBoard,BrkFace,38,TA,TA,PConc,Gd,Gd,No,Unf,0,Unf,0,7.12125245324454,1237,GasA,Gd,Y,SBrkr,1253,0,0,7.13409372119287,0,0,2,0,3,0.693147180559945,TA,6,Typ,1,TA,Attchd,1995,Fin,2,402,TA,TA,Y,220,21,0,0,0,0,NA,NA,NA,0,6,2007,WD,Normal,12.0782392740203,7.82003798945875,2,241,False,True,True,False,Normal
685,782,2_story_1946_,RL,8.87542691981896,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,6,5,1990_,1990_,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,Gd,PConc,Gd,TA,No,Unf,5.96100533962327,Unf,0,5.92692602597041,761,GasA,Ex,Y,SBrkr,810,793,0,7.38025578842646,0,0,2,1,3,0.693147180559945,Gd,7,Typ,0,NA,Attchd,1992,RFn,2,484,TA,TA,Y,0,124,0,0,0,0,NA,NA,NA,0,7,2006,WD,Normal,12.0776709307256,7.76811037852599,2.5,124,False,True,False,True,Normal
686,783,1_story_1946_,RL,9.69806112202708,Pave,NA,IR2,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,1990_,1990_,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,7.25417784645652,1413,GasA,Ex,Y,SBrkr,1430,0,0,7.26612877955645,0,0,2,0,3,0.693147180559945,Gd,6,Typ,0,NA,Attchd,2001,RFn,2,605,TA,TA,Y,0,33,0,0,0,0,NA,NA,NA,0,6,2009,WD,Normal,12.1393985122622,7.952615111651,2,33,False,True,False,False,Caro
687,784,split_foyer,RL,9.11624944857659,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,Mitchel,Norm,Norm,1Fam,SFoyer,5,6,1960_1990,1960_1990,Gable,CompShg,Plywood,Plywood,BrkFace,104,TA,Gd,PConc,Gd,TA,Av,Unf,7.00124562206948,Unf,0,0,1097,GasA,Ex,Y,SBrkr,1110,0,0,7.01301578963963,1,0,1,0,1,0.693147180559945,Gd,4,Typ,1,TA,Attchd,1978,Fin,2,602,TA,TA,Y,303,30,0,0,0,0,NA,NA,NA,0,7,2009,WD,Normal,12.0167264737993,7.69938940625674,2,333,False,True,True,False,Barato
