"","LotArea","GrLivArea","MSSubClass","Neighborhood","BedroomAbvGr","2ndFlrSF","FullBath","TotalBsmtSF","MasVnrArea","OverallCond","1stFlrSF","GarageArea","MSZoning","BldgType","Total_porch_SF","Heating","OverallQual","YearBuilt","BsmtQual","BsmtFinSF1","Total_Bathrooms","ExterQual","KitchenQual","SaleCondition","MasVnrType","BsmtUnfSF","SalePrice","GrupoPrecio"
"109",9.24619002486988,7.36073990305828,"2_story_1946_","Gilbert",3,766,2,806,0,5,806,373,"RL","1Fam",40,"GasA",6,"1990_","Gd",0,2.5,"TA","TA","Normal","None",6.69332366826995,12.0317192583854,"Barato"
"110",9.16659744902826,7.15226885603254,"1_story_1946_","Edwards",3,0,1,1276,0,3,1276,350,"RL","1Fam",0,"GasA",5,"1950_1960","TA",0,1,"TA","TA","Abnorml","None",7.15226885603254,11.0020998412042,"Barato"
"111",9.00712198946924,7.0343879299155,"1_5_story_fin","Edwards",3,378,1,756,0,6,756,240,"RL","1Fam",0,"GasA",5,"1930_1940","TA",5.74620319054015,2.5,"TA","TA","AdjLand","None",6.09807428216624,11.7440371859336,"Barato"
"112",9.04204005654448,6.96318998587024,"1_story_1946_","NAmes",3,0,1,1056,0,6,1056,304,"RL","1Fam",269,"GasA",5,"1960_1970","TA",6.65415252018322,2,"TA","TA","Normal","None",5.64190707093811,11.8635823365834,"Barato"
"113",9.98741501247141,6.89669433162271,"1_story_1946_","Mitchel",2,0,1,988,0,5,988,520,"RL","1Fam",0,"GasA",5,"1950_1960","TA",0,1,"TA","TA","Normal","None",6.89669433162271,11.6351430976945,"Barato"
"114",7.56060116276856,7.21964204013074,"2_story_PUD_1946","BrDale",2,600,1,765,376,5,765,440,"RM","TwnhsE",276,"GasA",5,"1970_1980","TA",6.15697898558556,2.5,"TA","TA","Normal","BrkFace",5.68697535633982,11.7158663089669,"Barato"
"115",9.2750038853019,7.41577697541539,"2_story_1946_","CollgCr",3,834,2,799,0,6,827,550,"RL","1Fam",219,"GasA",7,"1990_","Gd",5.95583736946483,3.5,"Gd","Gd","Normal","None",4.26267987704132,12.2643415536542,"Barato"
"116",8.38958706681109,7.02019070831193,"1_5_story_fin","OldTown",2,384,1,648,0,8,734,440,"RM","1Fam",0,"GasA",6,"1910_1920","Fa",0,1,"TA","TA","Normal","None",6.47543271670409,11.6613454700885,"Barato"
"117",8.36194190614495,6.54391184556479,"1_story_1945_","Crawfor",2,0,1,440,0,6,694,352,"RL","1Fam",34,"GasA",5,"1910_1920","TA",5.90263333340137,1,"TA","Gd","Normal","None",4.33073334028633,11.4114462960204,"Barato"
"118",9.1958356857733,7.43248380791712,"1_story_1946_","Edwards",3,0,1,1436,0,5,1689,480,"RL","1Fam",0,"GasA",6,"1950_1960","TA",0,1,"TA","TA","Normal","None",7.27031288607902,11.7558716435806,"Barato"
"119",9.71069132744815,7.54380286750151,"1_story_1946_","NAmes",2,0,2,1517,0,6,1888,578,"RL","1Fam",0,"GasA",6,"1960_1970","TA",5.51342874616498,2.5,"Gd","Gd","Normal","None",6.32435896238131,12.1547793511426,"Barato"
"120",8.4277060249147,7.20414929203594,"2_story_1945_","OldTown",4,720,1,624,0,5,624,513,"RM","1Fam",96,"GasA",5,"1910_1920","TA",0,1,"TA","TA","Abnorml","None",6.4377516497364,11.4927227576527,"Barato"
"121",9.03967066792268,6.94793706861497,"1_story_1946_","CollgCr",3,0,2,1040,136,5,1040,0,"RL","1Fam",0,"GasA",5,"1970_1980","Gd",6.42486902390539,2,"TA","TA","Normal","BrkFace",6.05208916892442,11.7280368445872,"Barato"
"122",9.27134139353358,7.15305163493748,"1_story_1946_","NAmes",2,0,1,1277,0,5,1277,526,"RL","1Fam",176,"GasA",7,"1960_1970","TA",6.65801104587075,2,"TA","TA","Normal","None",6.21460809842219,12.0257490913989,"Barato"
"123",9.3439092638976,7.39939808333135,"1_story_1946_","NridgHt",3,0,2,1626,248,5,1634,866,"RL","1Fam",44,"GasA",8,"1990_","Gd",0,2,"Gd","Gd","Normal","Stone",7.39449310721904,12.4292161968444,"Caro"
"124",8.82776136765472,7.31521838975297,"1_story_PUD_1946_","StoneBr",1,0,1,1488,0,5,1502,528,"RL","TwnhsE",194,"GasA",8,"1980_1990","Gd",5.91079664404053,2.5,"Gd","Gd","Normal","None",0,12.2643415536542,"Barato"
"125",8.20958048347558,6.9782137426307,"PUD_multilevel","Edwards",2,0,1,547,80,5,1072,525,"RM","TwnhsE",28,"GasA",6,"1990_","Gd",6.13122648948314,2,"TA","TA","Normal","BrkFace",4.48863636973214,11.9049675527463,"Barato"
"126",9.48235027503367,7.30921236569276,"1_story_1946_","CollgCr",3,0,2,1478,215,5,1493,508,"RL","1Fam",179,"GasA",6,"1990_","Gd",6.90274273715859,3,"TA","Gd","Normal","BrkFace",6.18414889093748,12.2496109475447,"Barato"
"127",8.68710472813351,7.03174125876313,"1_story_1945_","OldTown",2,0,1,907,435,7,1131,672,"RM","1Fam",72,"GasA",4,"1930_1940","Fa",5.12989871492307,1,"TA","TA","Alloca","BrkCmn",6.60665018619822,11.40166982941,"Barato"
"128",9.6824667466029,7.5234813125735,"1_story_1946_","NridgHt",3,0,2,1833,378,5,1850,772,"RL","1Fam",631,"GasA",9,"1990_","Ex",7.14045304310116,3,"Gd","Gd","Normal","BrkFace",6.35088571671474,12.6946526603488,"Caro"
"129",9.37982994995476,7.49164547360513,"1_story_1946_","NridgHt",2,0,2,1792,562,5,1792,874,"RL","1Fam",255,"GasA",9,"1990_","Ex",7.35755620091035,3,"Gd","Ex","Normal","BrkFace",5.42053499927229,12.8320110763967,"Caro"
"130",9.23892782882809,6.97914527506881,"1_story_1946_","NAmes",3,0,1,1073,168,7,1073,515,"RL","1Fam",0,"GasA",5,"1960_1970","TA",6.72982407048948,2.5,"TA","TA","Normal","BrkFace",5.47227067367148,11.9576112862317,"Barato"
"131",9.4127913000653,7.3031700512368,"1_story_1946_","NWAmes",3,0,2,1484,0,6,1484,487,"RL","1Fam",404,"GasA",5,"1970_1980","Gd",6.90675477864855,2,"TA","TA","Normal","None",6.18826412308259,12.0725412529057,"Barato"
"132",9.28739400141847,7.78945456608667,"2_family_conversion","OldTown",3,648,2,954,0,4,1766,520,"RL","2fmCon",142,"GasA",5,"_1910","TA",6.49978704065585,2,"TA","TA","Normal","None",5.67332326717149,11.982929094216,"Barato"
"133",8.97208318285193,6.58063913728495,"1_story_1945_","IDOTRR",2,0,1,720,0,5,720,0,"C (all)","1Fam",638,"GasA",4,"1910_1920","TA",6.20657592672493,1,"TA","TA","Abnorml","None",5.42053499927229,10.4602421081905,"Barato"
"134",9.11833472618016,7.50714107972761,"1_5_story_fin","BrkSide",4,687,2,1026,0,6,1133,240,"RL","1Fam",100,"GasA",7,"1920_1930","TA",5.79909265446053,3,"TA","TA","Normal","None",6.54821910276237,12.1226910365911,"Barato"
"135",8.96200720958831,6.80239476332431,"1_story_1946_","Sawyer",3,0,1,864,89,7,899,288,"RL","1Fam",64,"GasA",5,"1960_1970","TA",6.11146733950268,1,"TA","Gd","Normal","BrkFace",6.0282785202307,11.7752897294377,"Barato"
"136",8.96992349199152,7.10578612948127,"1_story_1946_","Somerst",2,0,2,1218,0,5,1218,676,"FV","1Fam",102,"GasA",6,"1990_","Gd",3.3322045101752,2,"Gd","Gd","Partial","None",7.0833878476253,12.2467346272491,"Barato"
"137",9.12565356380899,6.98564181763921,"1_story_1946_","Mitchel",3,0,1,1084,0,5,1080,484,"RL","1Fam",278,"GasA",6,"1980_1990","TA",5.82008293035236,1.5,"TA","TA","Normal","None",6.61873898351722,11.805595078933,"Barato"
"138",10.5990069172411,8.45041215772589,"2_story_1946_","Edwards",3,1538,3,3138,762,5,3138,884,"RL","1Fam",614,"GasA",10,"1990_","Ex",7.72356247227797,4.5,"Ex","Ex","Partial","Stone",6.77878489768518,12.1267588388104,"Barato"
"139",9.37483734385759,7.78280726283969,"2_story_1946_","NoRidge",3,1015,2,1379,594,5,1383,834,"RL","1Fam",299,"GasA",7,"1990_","Gd",6.5792512120101,3.5,"Gd","Gd","Normal","BrkFace",6.49375383985169,12.6627060402127,"Caro"
"140",10.3941818950051,7.83042561782033,"1_story_1946_","Crawfor",4,0,3,2035,101,3,2515,484,"RL","1Fam",200,"GasA",6,"1950_1960","TA",7.1066061377273,4,"Gd","TA","Alloca","3",6.70563909486,12.2091877884303,"Barato"
"141",8.5173931714189,5.81413053182507,"1_story_1946_","BrkSide",1,0,1,0,0,3,334,0,"RL","1Fam",0,"GasA",1,"1940_1950","NA",0,1,"Fa","Fa","Normal","None",0,10.5789797978574,"Barato"
"142",8.8538082749772,7.20637729147225,"2_family_conversion","Edwards",3,527,1,1117,0,7,820,0,"RL","2fmCon",233,"GasA",5,"_1910","Gd",6.87729607149743,2,"TA","TA","Normal","None",5.00394630594546,11.5852461265499,"Barato"
"143",9.34347168457936,7.3790081276283,"1_story_1946_","CollgCr",3,0,2,1581,479,5,1601,670,"RL","1Fam",180,"GasA",8,"1990_","Gd",7.21450441415114,3,"Gd","Gd","Normal","BrkFace",5.41164605185504,12.5135573452781,"Caro"
"144",8.3086919168389,6.64378973314767,"1_story_PUD_1946_","NAmes",1,0,1,723,182,5,767,367,"RH","TwnhsE",160,"GasA",7,"1990_","Gd",6.37161184723186,2,"TA","TA","Normal","BrkFace",0,11.7981044072039,"Barato"
"145",9.07543660951138,7.40000951716269,"1_5_story_fin","BrkSide",3,720,1,1065,0,7,915,440,"RL","1Fam",182,"GasA",6,"1920_1930","Gd",5.70711026474888,1.5,"TA","TA","Normal","None",6.64118216974059,12.2548628096996,"Barato"
"146",8.88806685475478,6.64509096950564,"split_foyer","Mitchel",2,0,1,768,0,7,768,624,"RL","1Fam",104,"GasA",5,"1960_1970","Gd",6.42971947803914,2,"TA","TA","Normal","None",5.01063529409626,11.7714361601217,"Barato"
"147",9.01627006814768,6.71659477352098,"1_story_1946_","OldTown",2,0,1,825,0,7,825,720,"RM","1Fam",190,"GasA",5,"1950_1960","TA",5.19849703126583,2,"TA","TA","Normal","None",0,11.7360690162844,"Barato"
"148",9.14590851181679,7.64730883235624,"2_story_1946_","Somerst",4,1182,2,912,0,5,912,615,"FV","1Fam",364,"GasA",7,"1990_","Gd",0,2.5,"Gd","Gd","Normal","None",6.81673588059497,12.4799093111599,"Caro"
"149",9.08000387024818,7.02731451403978,"1_story_1946_","Edwards",2,0,2,0,0,5,1126,520,"RL","1Fam",96,"GasA",4,"1940_1950","NA",0,2,"TA","Gd","Normal","None",0,11.5898865061064,"Barato"
"150",8.76108010386835,6.9555926083963,"1_5_story_unf","BrkSide",2,0,1,993,0,6,1048,280,"RM","1Fam",116,"GasA",5,"1920_1930","TA",0,1,"TA","TA","Normal","None",6.90173720665657,11.6351430976945,"Barato"
"151",9.54021949312775,6.90475076996184,"1_story_1945_","Edwards",3,0,1,996,0,6,996,0,"RL","1Fam",144,"GasA",5,"1930_1940","TA",5.67332326717149,2,"TA","TA","Normal","None",6.56103066589657,11.5898865061064,"Barato"
"152",9.98879330911523,7.42356844425917,"1_5_story_fin","Edwards",4,511,2,1163,0,7,1163,396,"RL","1Fam",252,"GasA",6,"1910_1920","Gd",0,2,"TA","TA","Normal","None",7.05961762829138,12.1281111040605,"Barato"
"153",8.83331693749932,7.40731771046942,"2_story_1945_","SWISU",4,806,1,806,0,4,841,216,"RL","1Fam",202,"GasA",6,"1910_1920","Gd",0,2.5,"TA","Fa","Normal","None",6.69332366826995,11.7597855429018,"Barato"
"154",9.22739412654201,7.33693691370762,"1_story_1946_","NridgHt",3,0,2,1517,168,5,1535,532,"RL","1Fam",0,"GasA",7,"1990_","Gd",1.09861228866811,2,"Gd","Gd","Normal","BrkFace",7.32383056620232,12.273731294004,"Barato"
"155",8.19007704971905,7.23921497377981,"2_story_PUD_1946","Somerst",2,689,2,689,0,5,703,540,"FV","TwnhsE",102,"GasA",7,"1990_","Gd",0,2,"Gd","Gd","Abnorml","None",6.5366915975913,11.8913619006905,"Barato"
"156",9.07577987858049,6.75809450442773,"split_foyer","Sawyer",2,0,1,840,0,6,860,528,"RL","1Fam",0,"GasA",5,"1980_1990","TA",6.51174532964473,2,"TA","TA","Normal","None",5.12989871492307,11.8277362048103,"Barato"
"157",10.1304637498705,7.29573507274928,"1_story_1946_","ClearCr",1,0,1,1437,0,8,1473,452,"RL","1Fam",108,"GasA",5,"1960_1970","TA",7.18916773842032,3,"TA","Ex","Partial","None",4.7361984483945,11.870599909242,"Barato"
"158",8.39750834847026,6.74405918631135,"1_story_PUD_1946_","CollgCr",1,0,1,848,170,5,848,420,"RM","TwnhsE",140,"GasA",6,"1990_","Gd",6.53087762772588,2,"Gd","Gd","Normal","BrkFace",5.0998664278242,11.8493977015914,"Barato"
"159",8.18896686364888,7.22183582528845,"2_story_1945_","OldTown",3,684,1,684,0,7,684,216,"RM","1Fam",158,"GasA",6,"_1910","TA",0,1,"TA","TA","Normal","None",6.52941883826223,11.6483650358641,"Barato"
"160",9.29908358181057,7.5522372875608,"2_story_1946_","NridgHt",3,846,2,1058,280,5,1058,736,"RL","1Fam",239,"GasA",8,"1990_","Gd",6.30444880242198,3.5,"Gd","Ex","Normal","BrkFace",6.24027584517077,12.5245263766487,"Caro"
"161",9.21453157659465,7.55799495853081,"2_story_1946_","SawyerW",3,988,2,908,0,5,927,506,"RL","1Fam",270,"GasA",8,"1990_","Gd",6.67203294546107,3.5,"Gd","Gd","Abnorml","None",4.78749174278205,12.3013828253345,"Barato"
"162",9.45751290108975,7.30988148582479,"1_story_1946_","CollgCr",3,0,2,1494,99,5,1494,530,"RL","1Fam",228,"GasA",7,"1990_","Gd",6.82762923450285,3,"Gd","Gd","Normal","BrkFace",6.35088571671474,12.3059179804999,"Barato"
"163",9.4066470133368,8.06934236681164,"2_story_1945_","Crawfor",4,1254,2,965,0,6,1940,380,"RL","1Fam",0,"GasA",8,"1930_1940","Gd",6.06145691892802,2.5,"TA","TA","Alloca","None",6.28785856016178,12.7913561802142,"Caro"
"164",9.38311651592661,7.53529670244409,"2_story_1946_","CollgCr",3,573,2,1299,108,5,1299,531,"RL","1Fam",282,"GasA",8,"1990_","Gd",6.89871453432999,3.5,"Gd","Ex","Normal","BrkFace",5.73657229747919,12.4741895624871,"Caro"
"165",9.21044036697652,7.0184017990692,"1_story_1946_","NAmes",3,0,1,1116,261,6,1116,440,"RL","1Fam",385,"GasA",6,"1960_1970","TA",0,1.5,"TA","TA","Normal","BrkFace",7.0184017990692,11.982929094216,"Barato"
"166",9.29624280097689,8.13035354743124,"2_family_conversion","SWISU",8,1440,2,1440,0,7,1440,0,"RH","2fmCon",110,"GasA",6,"1910_1920","TA",5.54907608489522,2,"Fa","Fa","Abnorml","None",7.07749805356923,12.2060726455302,"Barato"
"167",8.86092472971904,7.56527528189893,"2_story_1946_","Somerst",3,872,2,1057,0,5,1057,650,"FV","1Fam",235,"GasA",7,"1990_","Gd",6.6052979209482,3.5,"Gd","Gd","Normal","None",5.76832099579377,12.3282902782544,"Barato"
"168",9.25320827220336,7.65633716643018,"1_story_1946_","NoRidge",2,0,2,2109,660,6,2113,839,"RL","1Fam",282,"GasA",8,"1990_","Gd",7.43661726523423,3.5,"Gd","Gd","Normal","BrkFace",6.02586597382531,12.7656884334656,"Caro"
"169",9.51495330508794,7.23921497377981,"1_story_1946_","NAmes",2,0,1,1392,216,3,1392,576,"RL","1Fam",240,"GasA",6,"1960_1970","Fa",0,2,"TA","TA","Normal","BrkFace",7.23921497377981,11.6082356447746,"Barato"
"170",9.2116395277078,7.07496319796604,"split_foyer","Edwards",3,0,2,1138,0,5,1181,588,"RL","1Fam",180,"GasA",4,"1970_1980","Gd",6.82546003625531,3,"TA","TA","Normal","None",3.66356164612965,11.8313791960888,"Barato"
"171",9.57796514710117,7.51752085060303,"1_story_1946_","Crawfor",3,0,2,1477,106,7,1839,416,"RL","1Fam",287,"GasA",6,"1950_1960","TA",7.07918439460967,3,"TA","Gd","Normal","BrkFace",5.67675380226828,12.4587749990859,"Caro"
"172",9.12706745278236,7.03614849375054,"1_story_1946_","NAmes",3,0,1,1136,0,6,1136,384,"RL","1Fam",426,"GasA",6,"1960_1970","TA",6.7945865808765,2,"TA","TA","Normal","None",5.50125821054473,11.8493977015914,"Barato"
"173",9.1075321519945,6.67582322163485,"1_story_1945_","OldTown",2,0,1,768,0,8,792,240,"RL","1Fam",436,"GasA",5,"1920_1930","TA",0,1,"Gd","Gd","Normal","None",6.64509096950564,11.6036798282387,"Barato"
"174",9.37966111659289,7.62413058566129,"1_story_1946_","StoneBr",3,0,2,2046,464,5,2046,834,"RL","1Fam",404,"GasA",8,"1990_","Ex",0,2.5,"Gd","Gd","Partial","Stone",7.62413058566129,12.8279923168018,"Caro"
"175",9.20492573927468,6.89669433162271,"1_story_1946_","Sawyer",3,0,1,988,57,5,988,572,"RL","1Fam",0,"GasA",5,"1960_1970","TA",6.71901315438526,2,"TA","TA","Normal","BrkFace",5.08759633523238,11.7636841833174,"Barato"
"176",8.93300459157855,7.21744343169653,"1_story_PUD_1946_","NridgHt",2,0,2,1362,256,5,1362,460,"RL","TwnhsE",220,"GasA",6,"1990_","Gd",3.04452243772342,2,"Gd","Gd","Normal","Stone",7.20266119652324,12.1792151913603,"Barato"
"177",8.39547743273214,6.74405918631135,"1_story_PUD_1946_","CollgCr",1,0,1,848,147,5,848,420,"RM","TwnhsE",149,"GasA",6,"1990_","Gd",6.54821910276237,2,"Gd","Gd","Normal","BrkFace",5.02388052084628,11.8565151693603,"Barato"
"178",8.71948076085107,7.33953769540767,"1_5_story_fin","BrkSide",3,472,1,927,0,6,1067,576,"RM","1Fam",112,"GasA",5,"1930_1940","TA",0,1.5,"TA","TA","Normal","None",6.8330317327862,11.8600549960654,"Barato"
"179",9.04204005654448,6.79682371827486,"1_story_1946_","Sawyer",3,0,1,894,0,8,894,336,"RL","1Fam",560,"GasA",5,"1960_1970","TA",6.31716468674728,2,"TA","TA","Normal","None",5.41610040220442,11.8386256046095,"Barato"
"180",9.16962253869762,7.0604763659998,"1_story_1946_","NWAmes",3,0,1,1164,168,5,1164,528,"RL","1Fam",0,"GasA",7,"1960_1970","TA",0,1.5,"TA","TA","Normal","BrkFace",7.0604763659998,11.8493977015914,"Barato"
"181",9.42859197720997,7.85438121065236,"2_story_1946_","StoneBr",4,1312,2,1234,466,5,1264,666,"RL","1Fam",424,"GasA",8,"1990_","Ex",0,2.5,"Ex","Ex","Partial","BrkFace",7.11882624906208,12.7991757088645,"Caro"
"182",8.93997417728963,7.50273821075485,"2_family_conversion","OldTown",4,780,2,360,0,9,1032,672,"RM","2fmCon",384,"GasA",5,"_1910","Gd",0,2,"TA","Gd","Normal","None",5.88887795833288,11.8493977015914,"Barato"
"183",9.07257144223129,7.07242190053737,"1_5_story_fin","IDOTRR",2,319,1,859,0,7,859,384,"C (all)","1Fam",166,"GasA",4,"_1910","TA",0,1,"TA","TA","Abnorml","None",6.75693238924755,11.5403071417114,"Barato"
"184",9.5117774096603,7.29979736675816,"2_story_1946_","Sawyer",3,754,2,725,289,8,725,475,"RL","1Fam",44,"GasA",6,"1970_1980","TA",6.2803958389602,2.5,"Gd","Gd","Normal","BrkFace",5.26269018890489,11.7791285057449,"Barato"
"185",9.224341891612,7.2086003379602,"1_story_1946_","NWAmes",3,0,2,1064,174,5,1350,478,"RL","1Fam",0,"GasA",6,"1970_1980","Gd",0,2,"TA","TA","Normal","BrkFace",6.97073007814353,12.0137007528827,"Barato"
"186",9.28739400141847,7.8458075026378,"2_story_1945_","OldTown",3,978,1,718,0,8,1576,704,"RM","1Fam",191,"GasA",7,"_1910","TA",0,1.5,"TA","TA","Normal","None",6.57786135772105,11.979799201207,"Barato"
"187",9.49454139259131,7.43779512167193,"1_story_1946_","Edwards",3,0,2,1698,340,5,1698,768,"RL","1Fam",391,"GasA",9,"1990_","Ex",7.11882624906208,3,"Ex","Ex","Normal","Stone",6.14203740558736,12.6760762747759,"Caro"
"188",9.16858043772795,7.04490511712937,"split_multi_level","Timber",3,0,2,868,442,5,1146,438,"RL","1Fam",182,"GasA",7,"1990_","Ex",6.6682282484174,3,"Gd","Gd","Normal","BrkFace",4.4188406077966,12.1415341243926,"Barato"
"189",9.34180713471849,7.61677580869837,"2_story_1946_","CollgCr",3,878,2,1153,202,5,1153,541,"RL","1Fam",276,"GasA",7,"1990_","Gd",5.53338948872752,2.5,"Gd","Gd","Normal","BrkFace",6.80461452006262,12.3126823805884,"Barato"
"190",9.21044036697652,7.04315991598834,"1_story_1946_","Sawyer",3,0,1,864,0,6,1144,264,"RL","1Fam",165,"GasA",5,"1960_1970","TA",6.38856140554563,2,"TA","TA","Normal","None",5.6021188208797,11.7860013850326,"Barato"
"191",9.16962253869762,7.26752542782817,"2_story_1945_","OldTown",2,664,2,264,0,7,768,360,"RM","1Fam",382,"GasA",5,"_1910","Fa",0,2,"TA","TA","Abnorml","None",5.57972982598622,11.7905572015685,"Barato"
"192",9.36742958721896,7.87891291229713,"2_story_1945_","OldTown",4,1320,1,1240,0,7,1320,864,"RM","1Fam",567,"GasW",7,"_1910","TA",0,1.5,"Gd","Gd","Normal","None",7.12367278520461,12.4911726372789,"Caro"
"193",9.08262063037381,7.03966034986208,"1_5_story_fin","OldTown",3,348,1,576,0,7,792,0,"RM","1Fam",160,"GasA",4,"_1910","TA",0,1,"TA","TA","Normal","None",6.3578422665081,11.4772982873271,"Barato"
"194",9.13097243659261,7.30988148582479,"1_story_1946_","CollgCr",3,0,2,1479,0,5,1494,576,"RL","1Fam",195,"GasA",6,"1990_","Gd",7.09090982207998,3,"TA","Gd","Normal","None",5.63478960316925,12.2876526325226,"Barato"
"195",9.16429643347478,7.30988148582479,"1_story_PUD_1946_","Veenker",2,0,1,1494,0,5,1494,481,"RL","TwnhsE",246,"GasA",8,"1990_","Gd",6.08221891037645,2.5,"Gd","Ex","Normal","None",0,12.5061772379805,"Caro"
"196",9.11613957657736,7.51588908521513,"1_story_1946_","CollgCr",3,0,2,1860,0,5,1836,484,"RL","1Fam",153,"GasA",7,"1990_","Gd",3.2188758248682,2,"Gd","Gd","Normal","None",7.51588908521513,12.2869011981928,"Barato"
"197",10.8875303864611,8.09559870137819,"2_story_1946_","StoneBr",4,1589,3,1650,603,5,1690,841,"RL","1Fam",749,"GasA",8,"1990_","Gd",7.25629723969068,4.5,"Ex","Ex","Normal","BrkFace",5.45958551414416,13.1956138391439,"Caro"
"198",9.09133158539398,7.1074254741107,"1_story_1946_","Edwards",2,0,1,836,0,5,1220,396,"RL","1Fam",0,"GasA",4,"1950_1960","Fa",6.72982407048948,1,"TA","TA","Normal","None",0,11.5327280922664,"Barato"
"199",9.22532750178443,6.81673588059497,"1_story_1946_","NAmes",2,0,1,912,1,5,912,275,"RL","1Fam",0,"GasA",5,"1950_1960","TA",6.12468339089421,1,"TA","TA","Normal","None",6.12468339089421,11.6483301019764,"Barato"
"200",9.32465071815359,7.38709023565676,"1_story_1946_","CollgCr",3,0,2,1614,240,5,1614,865,"RL","1Fam",203,"GasA",7,"1990_","Gd",3.04452243772342,2,"Gd","Gd","Partial","BrkFace",7.37462901521894,12.3081778684673,"Barato"
"201",9.2620785673806,6.91274282049318,"duplex_all_style_age","Mitchel",2,0,1,975,90,5,1004,504,"RL","Duplex",0,"GasA",6,"1970_1980","Gd",6.88346258641309,2,"TA","TA","Normal","BrkFace",0,11.8130300574206,"Barato"
"202",9.22453909137599,7.6425241342329,"2_story_1946_","SawyerW",4,1128,2,956,0,5,956,618,"RL","1Fam",45,"GasA",7,"1990_","Gd",6.48768401848461,3.5,"Gd","Gd","Normal","None",5.70711026474888,12.3587937325478,"Barato"
"203",8.69968140098951,6.80461452006262,"1_story_1946_","OldTown",2,0,1,901,0,7,901,281,"RM","1Fam",0,"GasA",4,"1950_1960","TA",0,1,"TA","TA","Normal","None",6.80461452006262,11.5889601512462,"Barato"
"204",9.2024090016499,7.60787807327851,"2_story_1946_","NoRidge",3,886,2,1117,0,5,1127,455,"RL","1Fam",310,"GasA",7,"1990_","Gd",6.76041469108343,3.5,"Gd","TA","Normal","None",5.54517744447956,12.5053991575767,"Caro"
"205",8.88197518424887,7.47816969415979,"1_5_story_fin","SWISU",3,787,1,731,252,7,981,240,"RL","1Fam",264,"GasA",5,"1930_1940","Gd",6.3456363608286,2.5,"TA","Gd","Normal","BrkFace",5.09375020080676,12.0725412529057,"Barato"
"206",9.01188943325234,7.2841348061952,"2_story_1946_","CollgCr",3,728,2,728,0,5,728,410,"RL","1Fam",54,"GasA",7,"1990_","Gd",6.47543271670409,3.5,"Gd","Gd","Normal","None",4.39444915467244,12.1495022940418,"Barato"
"207",9.18512512283512,7.27447955877387,"1_story_1946_","NAmes",4,0,1,1442,243,6,1442,301,"RL","1Fam",275,"GasA",6,"1950_1960","TA",6.4118182677099,1.5,"TA","TA","Normal","BrkFace",6.72743172485086,11.9697172002437,"Barato"
"208",9.4929596500855,7.43248380791712,"1_story_1946_","Mitchel",3,0,2,1568,148,5,1689,857,"RL","1Fam",209,"GasA",8,"1990_","Gd",7.10578612948127,3,"Gd","Gd","Normal","BrkFace",5.86078622346587,12.5098740998618,"Caro"
"209",9.42504844446929,7.45818615734049,"2_story_1946_","Gilbert",3,886,2,847,0,5,847,433,"RL","1Fam",148,"GasA",7,"1990_","Gd",0,2.5,"Gd","Gd","Family","None",6.7428806357919,12.3238556811866,"Barato"
"210",9.60265269350605,7.6425241342329,"1_story_1946_","NridgHt",2,0,2,2078,816,5,2084,1220,"RL","1Fam",233,"GasA",10,"1990_","Ex",7.40062057737113,3,"Ex","Ex","Partial","BrkFace",6.09356977004514,12.8609986132699,"Caro"
"211",9.38437770918244,7.23921497377981,"1_story_1946_","NAmes",3,0,1,1392,387,5,1392,458,"RL","1Fam",192,"GasA",6,"1950_1960","TA",6.94793706861497,2.5,"TA","TA","Normal","BrkFace",5.8664680569333,12.0197430673387,"Barato"
"212",8.06495089174914,7.09090982207998,"2_story_PUD_1946","Somerst",2,600,2,600,0,5,520,480,"FV","TwnhsE",166,"GasA",7,"1990_","Gd",0,2.5,"TA","Gd","Normal","None",6.39859493453521,11.9250351157971,"Barato"
"213",9.1641917159502,7.51207124583547,"2_story_1946_","CollgCr",3,888,2,941,223,6,941,613,"RL","1Fam",231,"GasA",7,"1990_","Gd",6.18208490671663,3.5,"Gd","Gd","Normal","BrkFace",6.12905021006055,12.3758154201173,"Barato"
"214",9.21084024701783,7.32448997934853,"1_story_1946_","NAmes",3,0,1,1516,180,6,1516,472,"RL","1Fam",152,"GasA",6,"1960_1970","TA",5.28320372873799,1.5,"TA","TA","Normal","BrkFace",6.88346258641309,12.0257490913989,"Barato"
"215",7.42714413340862,6.89568269774787,"2_story_PUD_1946","BrDale",2,504,1,483,158,5,483,264,"RM","Twnhs",0,"GasA",6,"1970_1980","TA",5.80211837537706,2.5,"TA","TA","Normal","BrkFace",5.03695260241363,11.5129254649702,"Barato"
"216",9.25349564229011,7.33953769540767,"2_story_1945_","OldTown",3,581,2,650,0,8,958,686,"RM","1Fam",216,"GasA",5,"_1910","TA",0,2,"TA","Gd","Normal","None",6.47850964220857,11.9671807372478,"Barato"
"217",9.10731047165664,7.06133436691044,"split_multi_level","NAmes",3,0,1,1127,183,7,1165,490,"RL","1Fam",129,"GasA",6,"1960_1970","TA",5.74620319054015,2.5,"TA","TA","Normal","BrkFace",5.62401750618734,12.0719696610067,"Barato"
"218",9.72004536807347,7.43955930913332,"split_foyer","Sawyer",3,0,2,1390,0,5,1701,611,"RL","1Fam",0,"GasA",5,"1970_1980","Gd",7.23777819192344,3,"TA","TA","Normal","None",0,12.0494188354848,"Barato"
