"","MSSubClass","MSZoning","LotArea","Street","Alley","LotShape","LandContour","Utilities","LotConfig","LandSlope","Neighborhood","Condition1","Condition2","BldgType","HouseStyle","OverallQual","OverallCond","YearBuilt","YearRemodAdd","RoofStyle","RoofMatl","Exterior1st","Exterior2nd","MasVnrType","MasVnrArea","ExterQual","ExterCond","Foundation","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","BsmtFinSF1","BsmtFinType2","BsmtFinSF2","BsmtUnfSF","TotalBsmtSF","Heating","HeatingQC","CentralAir","Electrical","1stFlrSF","2ndFlrSF","LowQualFinSF","GrLivArea","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","KitchenQual","TotRmsAbvGrd","Functional","Fireplaces","FireplaceQu","GarageType","GarageYrBlt","GarageFinish","GarageCars","GarageArea","GarageQual","GarageCond","PavedDrive","WoodDeckSF","OpenPorchSF","EnclosedPorch","3SsnPorch","ScreenPorch","PoolArea","PoolQC","Fence","MiscFeature","MiscVal","MoSold","YrSold","SaleType","SaleCondition","SalePrice","TotalSF","Total_Bathrooms","Total_porch_SF","hasPool","hasFirePlaces","GrupoPrecio"
"189","1_story_1946_","RL",-0.207926153945478,"Pave","NA","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",6,6,"1940_1950","1990_","Gable","CompShg","VinylSd","VinylSd","None",-0.567688373417399,"TA","Gd","CBlock","TA","TA","No","Unf",0.767060688609972,"Unf",-0.291669319640286,0.0236737223849752,-0.19031862535584,"GasA","Ex","Y","SBrkr",-0.484103197611368,-0.774634557004699,-0.0991637380559907,-1.16523524546116,1.08932288395495,-0.247287524019095,-1.02333702424987,-0.75451328527069,-1.03620832783924,-0.198938873711235,"TA",-0.913477600297417,"Typ",0.623629865303447,"Gd","Detchd",-1.14678260048383,"Unf",-1.0161905977199,-1.08866464399748,"TA","TA","Y",-0.746212490716523,-0.698790265713364,-0.357875023281709,-0.101227031600664,-0.288330404854844,-0.070328784149192,"NA","NA","NA",-0.0918138264891371,"5","2009","WD","Normal",-0.923712886928435,-0.716343695116913,-0.270848379516639,-1.14402267616671,"FALSE","FALSE","Barato"
"190","2_family_conversion","RM",-0.257658122078521,"Pave","NA","Reg","Lvl","AllPub","Inside","Gtl","OldTown","Artery","Norm","2fmCon","1.5Fin",5,7,"1930_1940","1940_1950","Gable","CompShg","MetalSd","MetalSd","None",-0.567688373417399,"TA","TA","CBlock","Gd","TA","Mn","Unf",0.668942699726899,"Unf",-0.291669319640286,0.0125670904692925,-0.595595610392464,"GasA","TA","Y","SBrkr",-0.940781633617513,-0.0188466554809633,-0.0991637380559907,-0.736023616465317,1.08932288395495,-0.247287524019095,-1.02333702424987,-0.75451328527069,0.174237877190049,-0.198938873711235,"TA",-0.913477600297417,"Typ",0.623629865303447,"Gd","Detchd",-1.50125167595806,"Unf",0.30485717931597,-0.295753069040095,"TA","TA","Y",-0.746212490716523,-0.698790265713364,-0.357875023281709,-0.101227031600664,4.4808491064256,-0.070328784149192,"NA","MnPrv","NA",-0.0918138264891371,"5","2006","WD","Normal",-1.25542535636639,-0.771110612302152,-0.270848379516639,0.554368636822791,"FALSE","FALSE","Barato"
"191","2_story_1946_","RL",-0.258917695430721,"Pave","NA","IR1","Lvl","AllPub","Inside","Gtl","Gilbert","Norm","Norm","1Fam","2Story",7,5,"1990_","1990_","Gable","CompShg","VinylSd","VinylSd","None",-0.567688373417399,"Gd","TA","PConc","Gd","TA","No","Unf",0.610007097369866,"Unf",-0.291669319640286,0.021838502160925,-0.769932637475258,"GasA","Ex","Y","SBrkr",-1.13722989938552,0.890424327582978,-0.0991637380559907,0.0233033254149961,1.08932288395495,-0.247287524019095,0.782632751072817,1.23679514399648,0.174237877190049,-0.198938873711235,"Gd",-0.278708566589818,"Typ",0.623629865303447,"Gd","Attchd",1.05880275802248,"Fin",0.30485717931597,-0.193140982869139,"TA","TA","Y",0.0546711342790177,0.0542669471285429,-0.357875023281709,-0.101227031600664,-0.288330404854844,-0.070328784149192,"NA","NA","NA",-0.0918138264891371,"7","2009","WD","Normal",0.305568455583876,-0.397136367539252,1.59757853277065,-0.197686557120899,"FALSE","FALSE","Barato"
"192","2_story_1946_","FV",0.0234379908944274,"Pave","NA","Reg","Lvl","AllPub","Inside","Gtl","Somerst","Norm","Norm","1Fam","2Story",8,5,"1990_","1990_","Gable","CompShg","VinylSd","VinylSd","None",-0.567688373417399,"Gd","TA","PConc","Gd","TA","Av","Unf",-1.41690593737042,"Unf",-0.291669319640286,0.728409412223822,0.0723189738857705,"GasA","Ex","Y","SBrkr",-0.188155160869955,1.25087701907891,-0.0991637380559907,0.984760344002813,-0.825377178471893,-0.247287524019095,0.782632751072817,1.23679514399648,0.174237877190049,-0.198938873711235,"Gd",0.99082950082538,"Typ",0.623629865303447,"Gd","Attchd",1.13757366368342,"RFn",1.62590495635184,2.57272115801162,"TA","TA","Y",0.919625449274201,-0.0195621913853695,-0.357875023281709,-0.101227031600664,-0.288330404854844,-0.070328784149192,"NA","NA","NA",-0.0918138264891371,"12","2007","WD","Normal",1.54529645066611,0.721231817052042,0.35196059124579,0.447827484347435,"FALSE","FALSE","Caro"
"193","2_story_1946_","RL",0.210660381303906,"Pave","NA","Reg","Low","AllPub","Inside","Mod","NoRidge","Norm","Norm","1Fam","2Story",7,5,"1990_","1990_","Gable","CompShg","HdBoard","HdBoard","BrkFace",0.846506926184936,"Gd","TA","PConc","Gd","TA","Gd","Unf",0.891639634584239,"Unf",-0.291669319640286,0.135707044557356,0.658725337709712,"GasA","Ex","Y","SBrkr",0.536407273910744,2.18805401696835,-0.0991637380559907,1.90725282825812,1.08932288395495,-0.247287524019095,0.782632751072817,1.23679514399648,1.38468408221933,-0.198938873711235,"Gd",1.62559853453298,"Typ",0.623629865303447,"TA","Attchd",0.62556277688731,"RFn",1.62590495635184,0.851636621780591,"TA","TA","Y",1.97679183426831,0.187159396453585,1.87681391631072,-0.101227031600664,-0.288330404854844,-0.070328784149192,"NA","NA","NA",-0.0918138264891371,"4","2009","WD","Normal",1.41508597939322,1.58614248814434,1.59757853277065,2.26529420304469,"FALSE","FALSE","Caro"
"194","2_story_1946_","RL",1.185222520313,"Pave","NA","Reg","Lvl","AllPub","Corner","Gtl","NridgHt","Norm","Norm","1Fam","2Story",9,5,"1990_","1990_","Gable","CompShg","VinylSd","VinylSd","Stone",1.4762657705391,"TA","TA","PConc","Ex","Gd","Av","Unf",-1.41690593737042,"Unf",-0.291669319640286,0.802425578364295,0.436841848695248,"GasA","Ex","Y","SBrkr",0.222600303917695,2.35781560715675,-0.0991637380559907,1.84870723609363,-0.825377178471893,-0.247287524019095,2.58860252639551,1.23679514399648,1.38468408221933,-0.198938873711235,"Gd",1.62559853453298,"Typ",-0.925709800057813,"NA","Attchd",1.13757366368342,"RFn",1.62590495635184,1.70984679702858,"TA","TA","Y",1.17590820927277,1.57514720051514,-0.357875023281709,-0.101227031600664,-0.288330404854844,-0.070328784149192,"NA","NA","NA",-0.0918138264891371,"9","2006","New","Partial",2.36735807334802,1.46532599976293,1.59757853277065,1.32522521061507,"FALSE","FALSE","Caro"
"195","2_story_1946_","RL",0.604690868424896,"Pave","NA","IR1","Lvl","AllPub","Inside","Gtl","NridgHt","Norm","Norm","1Fam","2Story",8,5,"1990_","1990_","Gable","CompShg","VinylSd","VinylSd","BrkFace",1.57570137754239,"Gd","TA","PConc","Ex","TA","Av","Unf",0.885829093639422,"Unf",-0.291669319640286,-0.278104638564932,0.180996601158161,"GasA","Ex","Y","SBrkr",-0.0656939042873019,2.32293308862489,-0.0991637380559907,1.69353609726722,1.08932288395495,-0.247287524019095,0.782632751072817,1.23679514399648,1.38468408221933,-0.198938873711235,"Gd",2.26036756824058,"Typ",0.623629865303447,"Gd","BuiltIn",1.05880275802248,"Fin",1.62590495635184,1.85910074054997,"TA","TA","Y",0.727413379275272,1.57514720051514,-0.357875023281709,-0.101227031600664,-0.288330404854844,-0.070328784149192,"NA","NA","NA",-0.0918138264891371,"6","2007","WD","Normal",2.47986054481027,1.25826953378659,1.59757853277065,0.974266120108018,"FALSE","FALSE","Caro"
"196","2_story_1946_","RL",0.303665334292496,"Pave","NA","IR1","Lvl","AllPub","Inside","Gtl","SawyerW","Norm","Norm","1Fam","2Story",7,5,"1980_1990","1980_1990","Gable","CompShg","Plywood","Plywood","BrkFace",0.38247409350292,"Gd","TA","CBlock","TA","TA","Gd","ALQ",-0.289598284378281,"ALQ",8.79586326506205,-3.02545084479508,1.00966350911014,"GasA","Ex","Y","SBrkr",0.9981882622745,1.96248039712895,-0.0991637380559907,2.00316363172093,1.08932288395495,-0.247287524019095,0.782632751072817,1.23679514399648,1.38468408221933,-0.198938873711235,"Gd",0.99082950082538,"Typ",0.623629865303447,"TA","Attchd",0.389250059904491,"Fin",0.30485717931597,0.478501762977116,"TA","TA","Y",0.863563595524513,0.718729193753754,-0.357875023281709,-0.101227031600664,-0.288330404854844,-0.070328784149192,"NA","MnPrv","NA",-0.0918138264891371,"8","2007","WD","Normal",1.92028936328883,1.77209515059892,1.59757853277065,0.717313928843924,"FALSE","FALSE","Caro"
"197","1_story_1946_","RM",-0.83284070077174,"Pave","NA","Reg","Lvl","AllPub","Inside","Gtl","OldTown","Norm","Norm","1Fam","1Story",3,8,"1950_1960","1990_","Gable","CompShg","VinylSd","VinylSd","None",-0.567688373417399,"TA","Gd","CBlock","TA","TA","No","Unf",0.440820931124877,"Unf",-0.291669319640286,0.6302431067722,0.23986364926404,"GasA","Ex","Y","SBrkr",0.00319055254044064,-0.774634557004699,-0.0991637380559907,-0.614981481198922,1.08932288395495,-0.247287524019095,-1.02333702424987,-0.75451328527069,0.174237877190049,-0.198938873711235,"TA",-0.278708566589818,"Typ",-0.925709800057813,"NA","Attchd",-0.871084430670544,"Unf",-1.0161905977199,-1.18194835869835,"Fa","TA","Y",0.391042256777145,0.748260849159319,-0.357875023281709,-0.101227031600664,-0.288330404854844,-0.070328784149192,"NA","NA","NA",-0.0918138264891371,"7","2006","WD","Normal",-1.07942618009279,-0.143845617120107,-0.270848379516639,0.360087711720671,"FALSE","FALSE","Barato"
"198","split_multi_level","RL",0.46613290075467,"Pave","NA","Reg","Lvl","AllPub","Corner","Gtl","NAmes","PosN","Norm","1Fam","SLvl",7,7,"1960_1970","1990_","Mansard","WdShake","Wd Sdng","Wd Sdng","BrkFace",1.08957174330409,"Gd","Gd","CBlock","Gd","TA","No","Unf",-1.41690593737042,"Unf",-0.291669319640286,0.49954806079308,-0.783517340884307,"GasA","Ex","Y","SBrkr",1.87837854396232,1.73690677728956,-0.0991637380559907,2.27001080050091,-0.825377178471893,-0.247287524019095,0.782632751072817,1.23679514399648,2.59513028724862,-0.198938873711235,"Gd",2.89513660194818,"Typ",0.623629865303447,"Gd","BuiltIn",-0.634771713687725,"Fin",0.30485717931597,0.422531534156595,"TA","TA","Y",1.17590820927277,-0.698790265713364,-0.357875023281709,-0.101227031600664,-0.288330404854844,-0.070328784149192,"NA","NA","NA",-0.0918138264891371,"6","2010","WD","Normal",1.1675574558766,1.33196995441199,0.35196059124579,0.360087711720671,"FALSE","FALSE","Barato"
"199","1_5_story_unf","RM",-1.13112751636687,"Pave","NA","Reg","Lvl","AllPub","Inside","Gtl","IDOTRR","RRAe","Norm","1Fam","1.5Unf",5,6,"1940_1950","1940_1950","Gable","CompShg","MetalSd","MetalSd","None",-0.567688373417399,"TA","TA","CBlock","TA","TA","Av","Unf",0.177380811590026,"Unf",-0.291669319640286,0.412884711905953,-0.760876168535892,"GasA","Po","N","FuseF",-0.91526887182946,-0.774634557004699,-0.0991637380559907,-1.7509518359228,-0.825377178471893,-0.247287524019095,-1.02333702424987,-0.75451328527069,-1.03620832783924,-0.198938873711235,"TA",-0.913477600297417,"Typ",-0.925709800057813,"NA","Detchd",-1.42248077029712,"Unf",0.30485717931597,-0.528962355792266,"TA","TA","Y",-0.746212490716523,-0.698790265713364,3.42868123547213,-0.101227031600664,-0.288330404854844,-0.070328784149192,"NA","NA","NA",-0.0918138264891371,"12","2007","WD","Normal",-2.36206654154898,-1.49706271997272,-1.5164663210415,0.385156218185461,"FALSE","FALSE","Barato"
"200","1_story_1946_","RL",0.52195523914367,"Pave","NA","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",6,5,"1950_1960","1950_1960","Hip","CompShg","Wd Sdng","Wd Sdng","BrkFace",0.399046694670135,"TA","TA","CBlock","TA","TA","No","Unf",0.705136786032891,"Unf",-0.291669319640286,0.575458033628133,0.740233558164005,"GasA","TA","Y","SBrkr",0.564471311877602,-0.774634557004699,-0.0991637380559907,-0.0835103256231483,-0.825377178471893,-0.247287524019095,-1.02333702424987,1.23679514399648,0.174237877190049,-0.198938873711235,"TA",0.356060467117781,"Typ",-0.925709800057813,"NA","Attchd",-0.674157166518195,"RFn",-1.0161905977199,-0.84612698577522,"TA","TA","Y",-0.746212490716523,-0.034328019088152,-0.357875023281709,-0.101227031600664,-0.288330404854844,-0.070328784149192,"NA","NA","NA",-0.0918138264891371,"4","2006","WD","Normal",-0.593688886254248,0.411730324123456,-0.893657350279069,-0.862001978437825,"FALSE","FALSE","Barato"
"201","duplex_all_style_age","RL",0.34930689805604,"Pave","NA","IR1","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","Duplex","1Story",5,4,"1960_1970","1960_1970","Gable","CompShg","HdBoard","HdBoard","BrkFace",-0.103655540735383,"TA","TA","CBlock","TA","TA","No","Rec",-0.173671477999971,"Rec",1.33594845672431,0.872761732104422,1.52135400418431,"GasA","TA","Y","SBrkr",1.44466159356542,-0.774634557004699,-0.0991637380559907,0.599773713670684,-0.825377178471893,3.83684479091262,0.782632751072817,-0.75451328527069,3.8055764922779,4.37198814102441,"TA",2.26036756824058,"Typ",-0.925709800057813,"NA","Detchd",0.980031852361538,"Unf",-1.0161905977199,-0.566275841672614,"TA","TA","Y",0.495157128026565,-0.698790265713364,-0.357875023281709,-0.101227031600664,-0.288330404854844,-0.070328784149192,"NA","NA","NA",-0.0918138264891371,"11","2007","WD","Normal",-1.28142088482628,1.12413556546016,0.35196059124579,-0.172618050656109,"FALSE","FALSE","Barato"
"202","1_story_1946_","RL",0.355030434945375,"Pave","NA","IR1","Lvl","AllPub","Inside","Gtl","NridgHt","Norm","Norm","1Fam","1Story",8,5,"1990_","1990_","Gable","CompShg","VinylSd","VinylSd","BrkFace",1.0674749417478,"Gd","TA","PConc","Gd","TA","No","NA",0.935112865953232,"NA",2.66147050944548,0.936280740762852,4.86771927728001,"GasA","Ex","Y","SBrkr",1.1920852518637,-0.774634557004699,-0.0991637380559907,0.418754484897642,1.08932288395495,-0.247287524019095,0.782632751072817,-0.75451328527069,0.174237877190049,-0.198938873711235,"Gd",0.356060467117781,"Typ",0.623629865303447,"Gd","Attchd",1.01941730519201,"RFn",1.62590495635184,1.89641422643032,"TA","TA","Y",-0.746212490716523,-0.698790265713364,-0.357875023281709,-0.101227031600664,-0.288330404854844,-0.070328784149192,"NA","NA","NA",-0.0918138264891371,"10","2009","WD","Normal",1.71971030569945,2.19819691930806,0.97476956200822,-1.14402267616671,"FALSE","FALSE","Caro"
"203","1_story_PUD_1946_","RM",-0.159901270506761,"Pave","NA","Reg","Lvl","AllPub","FR3","Gtl","NridgHt","Norm","Norm","TwnhsE","1Story",7,5,"1990_","1990_","Gable","CompShg","VinylSd","VinylSd","Stone",0.238844883387058,"Gd","TA","PConc","Gd","TA","Av","Unf",0.786168943956749,"Unf",-0.291669319640286,0.442234862890995,0.683630627292968,"GasA","Ex","Y","SBrkr",0.50068940740747,-0.774634557004699,-0.0991637380559907,-0.139473191563761,1.08932288395495,-0.247287524019095,0.782632751072817,-0.75451328527069,-1.03620832783924,-0.198938873711235,"Gd",-0.278708566589818,"Typ",0.623629865303447,"Gd","Attchd",1.05880275802248,"RFn",0.30485717931597,0.0493966753531199,"TA","TA","Y",0.791484069274915,-0.255815434629889,-0.357875023281709,-0.101227031600664,-0.288330404854844,-0.070328784149192,"NA","NA","NA",-0.0918138264891371,"7","2008","WD","Normal",0.628575895282543,0.353377598627827,0.97476956200822,0.247279432629118,"FALSE","FALSE","Barato"
"204","2_family_conversion","RL",5.73352581164073,"Grvl","NA","IR1","HLS","AllPub","Corner","Sev","Timber","Norm","Norm","2fmCon","1.5Fin",5,6,"1960_1970","1960_1970","Gable","CompShg","Plywood","Plywood","None",-0.567688373417399,"TA","TA","CBlock","TA","TA","Gd","BLQ",0.970385595651217,"BLQ",0.614617851290001,-0.532335341988205,1.00287115740562,"GasA","Ex","Y","SBrkr",1.16657249007565,-0.386275850683272,-0.0991637380559907,0.701069701869866,3.0040229463818,-0.247287524019095,0.782632751072817,-0.75451328527069,0.174237877190049,-0.198938873711235,"TA",0.356060467117781,"Typ",2.17296953066471,"Gd","Attchd",-0.477229902365846,"Fin",0.30485717931597,0.259285033430075,"TA","TA","Y",4.6197077967536,-0.698790265713364,-0.357875023281709,-0.101227031600664,-0.288330404854844,-0.070328784149192,"NA","NA","Shed",1.0813475991393,"8","2008","WD","Normal",0.976300543559621,0.961811431830577,2.22038750353308,3.05495215668556,"FALSE","FALSE","Barato"
"205","1_story_1946_","RL",0.913272366488105,"Pave","NA","IR1","HLS","AllPub","Corner","Gtl","StoneBr","Norm","Norm","1Fam","1Story",9,5,"1990_","1990_","Hip","CompShg","VinylSd","VinylSd","Stone",0.537151704396926,"Gd","TA","PConc","Ex","TA","Gd","Unf",0.970385595651217,"Unf",-0.291669319640286,0.470860149584407,1.96059274774356,"GasA","Ex","Y","SBrkr",1.93960917225365,-0.774634557004699,-0.0991637380559907,0.926251542952206,1.08932288395495,-0.247287524019095,0.782632751072817,-0.75451328527069,0.174237877190049,-0.198938873711235,"Gd",0.99082950082538,"Typ",0.623629865303447,"Gd","Attchd",1.09818821085295,"Fin",1.62590495635184,0.94492033648146,"TA","TA","Y",0.679360361775539,0.0542669471285429,-0.357875023281709,-0.101227031600664,-0.288330404854844,-0.070328784149192,"NA","NA","NA",-0.0918138264891371,"7","2007","WD","Normal",2.70093906273785,1.46449395197408,0.97476956200822,0.2911493189425,"FALSE","FALSE","Caro"
"206","1_story_1946_","RL",0.911606546865855,"Pave","NA","Reg","Lvl","AllPub","Corner","Gtl","NWAmes","Norm","Norm","1Fam","1Story",7,7,"1980_1990","1990_","Gable","CompShg","Wd Sdng","Wd Sdng","None",-0.567688373417399,"Gd","TA","CBlock","Gd","TA","Mn","Unf",0.37952245292361,"Unf",-0.291669319640286,0.6804902977833,0.344013042066747,"GasA","Ex","Y","SBrkr",1.17167504243326,-0.774634557004699,-0.0991637380559907,0.403649717330416,1.08932288395495,-0.247287524019095,0.782632751072817,-0.75451328527069,0.174237877190049,-0.198938873711235,"Gd",0.99082950082538,"Typ",-0.925709800057813,"NA","Attchd",0.271093701413081,"RFn",0.30485717931597,-0.155827496988791,"TA","TA","Y",0.118741824278661,-0.034328019088152,-0.357875023281709,-0.101227031600664,-0.288330404854844,-0.070328784149192,"NA","NA","Shed",0.578564131012824,"5","2006","WD","Normal",0.552744975020923,0.483770861449861,0.97476956200822,-0.185152303888504,"FALSE","FALSE","Barato"
"207","2_story_1946_","RL",0.917984532462587,"Pave","NA","Reg","Lvl","AllPub","Inside","Gtl","Timber","Norm","Norm","1Fam","2Story",8,5,"1990_","1990_","Gable","CompShg","VinylSd","VinylSd","None",-0.567688373417399,"Gd","TA","PConc","Gd","TA","No","Unf",-1.41690593737042,"Unf",-0.291669319640286,0.665183314649462,-0.201639211530048,"GasA","Ex","Y","SBrkr",-0.430526397856457,1.35319907343905,-0.0991637380559907,0.903819016521358,-0.825377178471893,-0.247287524019095,0.782632751072817,1.23679514399648,1.38468408221933,-0.198938873711235,"Gd",1.62559853453298,"Typ",-0.925709800057813,"NA","Attchd",0.980031852361538,"Fin",0.30485717931597,-0.197805168604182,"TA","TA","Y",0.334980403027457,-0.698790265713364,-0.357875023281709,-0.101227031600664,-0.288330404854844,-0.070328784149192,"NA","NA","NA",-0.0918138264891371,"4","2010","WD","Normal",0.559553399495684,0.53536565266309,0.35196059124579,-0.297960582980057,"FALSE","FALSE","Barato"
"208","1_story_1946_","RH",-0.11208681263383,"Pave","NA","Reg","Lvl","AllPub","Inside","Gtl","SawyerW","Feedr","Norm","1Fam","1Story",4,4,"1940_1950","1940_1950","Gable","CompShg","Wd Sdng","AsbShng","None",-0.567688373417399,"Fa","Fa","CBlock","TA","Fa","No","Unf",-1.41690593737042,"Unf",-0.291669319640286,0.507789416413772,-0.75861205130105,"GasA","Gd","Y","SBrkr",-0.81832037703486,-0.774634557004699,-0.0991637380559907,-1.60917520225285,-0.825377178471893,-0.247287524019095,-1.02333702424987,-0.75451328527069,-1.03620832783924,-0.198938873711235,"TA",-1.54824663400502,"Typ",-0.925709800057813,"NA","CarPort",-1.06801169482289,"Unf",-1.0161905977199,-0.836798614305133,"TA","TA","N",1.25599657177233,-0.698790265713364,0.0145731333170298,-0.101227031600664,-0.288330404854844,-0.070328784149192,"NA","NA","NA",-0.0918138264891371,"9","2009","WD","Normal",-2.56627809056753,-1.41618093908084,-1.5164663210415,0.573170016671383,"FALSE","FALSE","Barato"
"209","duplex_all_style_age","RL",-0.0786980549237437,"Pave","NA","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","Duplex","1Story",3,4,"1940_1950","1940_1950","Gable","CompShg","Stucco","Stucco","BrkFace",1.31053975886695,"TA","TA","Slab","NA","NA","NA","NA",-1.41690593737042,"NA",-0.291669319640286,-3.02545084479508,-2.39104057762175,"Wall","Fa","N","FuseA",-0.310616417452609,-0.774634557004699,-0.0991637380559907,-0.957845022607238,-0.825377178471893,-0.247287524019095,0.782632751072817,-0.75451328527069,-1.03620832783924,4.37198814102441,"TA",-0.278708566589818,"Typ",-0.925709800057813,"NA","Detchd",-1.10739714765336,"Unf",0.30485717931597,-0.342394926390529,"TA","TA","Y",-0.746212490716523,-0.698790265713364,-0.357875023281709,-0.101227031600664,-0.288330404854844,-0.070328784149192,"NA","NA","NA",-0.0918138264891371,"5","2006","WD","Normal",-2.34229475114727,-2.71728426038082,-0.270848379516639,-1.14402267616671,"FALSE","FALSE","Barato"
"210","1_story_1946_","RL",0.711028608946273,"Pave","NA","IR1","Lvl","AllPub","CulDSac","Gtl","NAmes","Norm","Norm","1Fam","1Story",6,8,"1950_1960","1990_","Hip","CompShg","MetalSd","MetalSd","None",-0.567688373417399,"TA","Gd","CBlock","TA","TA","Mn","Unf",0.662958366323515,"Unf",-0.291669319640286,0.266965766542964,-0.222016266643621,"GasA","TA","Y","SBrkr",-0.519821064114642,-0.774634557004699,-0.0991637380559907,-1.20972932593329,-0.825377178471893,-0.247287524019095,-1.02333702424987,-0.75451328527069,-1.03620832783924,-0.198938873711235,"TA",-0.913477600297417,"Typ",-0.925709800057813,"NA","Attchd",-0.674157166518195,"RFn",-1.0161905977199,-0.804149314159829,"TA","TA","Y",-0.746212490716523,-0.698790265713364,-0.357875023281709,-0.101227031600664,-0.288330404854844,-0.070328784149192,"NA","NA","Gar2",25.8853320267119,"4","2007","WD","Normal",-0.44833596846151,-0.762752082053239,-1.5164663210415,-1.14402267616671,"FALSE","FALSE","Barato"
"211","1_story_1946_","RL",1.34090893569086,"Pave","NA","IR1","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",6,5,"1950_1960","1950_1960","Gable","CompShg","Wd Sdng","Wd Sdng","BrkFace",-0.40196236174525,"TA","TA","CBlock","TA","TA","No","Unf",0.975963199600882,"Unf",-0.291669319640286,-0.157678378181215,0.955324695473945,"GasA","Ex","Y","FuseA",0.806842548864104,-0.774634557004699,-0.0991637380559907,0.120304347309108,1.08932288395495,-0.247287524019095,0.782632751072817,-0.75451328527069,0.174237877190049,-0.198938873711235,"TA",-0.278708566589818,"Typ",2.17296953066471,"Gd","Attchd",-0.674157166518195,"Unf",0.30485717931597,0.114695275643728,"TA","TA","Y",-0.746212490716523,-0.108157157602064,-0.357875023281709,-0.101227031600664,-0.288330404854844,-0.070328784149192,"NA","NA","NA",-0.0918138264891371,"12","2009","WD","Normal",-0.314332019090171,0.624242377856771,0.97476956200822,-0.893337611518812,"FALSE","FALSE","Barato"
"212","2_story_1946_","RL",1.63391581874312,"Pave","NA","IR2","Lvl","AllPub","Inside","Gtl","NridgHt","Norm","Norm","1Fam","2Story",9,5,"1990_","1990_","Hip","CompShg","CemntBd","CmentBd","BrkFace",4.23836596507491,"Ex","TA","PConc","Ex","TA","No","Unf",1.01094606393961,"Unf",-0.291669319640286,0.240716913900998,1.79304807236529,"GasA","Ex","Y","SBrkr",1.75081473502206,1.27180653019803,-0.0991637380559907,2.00091451966795,1.08932288395495,-0.247287524019095,0.782632751072817,1.23679514399648,1.38468408221933,-0.198938873711235,"Ex",2.26036756824058,"Typ",2.17296953066471,"Ex","Attchd",1.13757366368342,"Fin",1.62590495635184,1.08484590853276,"TA","TA","Y",-0.746212490716523,-0.698790265713364,-0.357875023281709,-0.101227031600664,-0.288330404854844,-0.070328784149192,"NA","NA","NA",-0.0918138264891371,"4","2006","New","Partial",3.20780673537246,2.02208376263855,1.59757853277065,-1.14402267616671,"FALSE","FALSE","Caro"
"213","1_story_PUD_1946_","RL",-1.02745412836736,"Pave","NA","IR1","Low","AllPub","Inside","Mod","ClearCr","Norm","Norm","1Fam","1Story",7,5,"1980_1990","1980_1990","Gable","CompShg","Wd Sdng","Wd Sdng","None",-0.567688373417399,"TA","TA","PConc","Gd","TA","Gd","Unf",0.922375084660781,"Unf",-0.291669319640286,0.151819619300612,0.898721764602908,"GasA","Gd","Y","SBrkr",0.743060644393972,-0.774634557004699,-0.0991637380559907,0.0679669424709493,1.08932288395495,-0.247287524019095,-1.02333702424987,1.23679514399648,-1.03620832783924,-0.198938873711235,"Gd",-0.278708566589818,"Typ",0.623629865303447,"TA","Attchd",0.349864607074021,"RFn",0.30485717931597,-0.132506568313574,"TA","TA","Y",-0.746212490716523,0.482475950509235,-0.357875023281709,-0.101227031600664,2.94978409726915,-0.070328784149192,"NA","NA","NA",-0.0918138264891371,"12","2006","WD","Abnorml",0.332914712217649,0.569672516318034,0.35196059124579,0.510498750509409,"FALSE","FALSE","Barato"
"214","1_story_1945_","RM",-0.0842235895358923,"Pave","NA","Reg","Lvl","AllPub","Inside","Gtl","OldTown","Norm","Norm","1Fam","1Story",6,8,"1920_1930","1990_","Gable","CompShg","VinylSd","VinylSd","None",-0.567688373417399,"TA","Gd","BrkTil","TA","TA","No","Unf",-1.41690593737042,"Unf",-0.291669319640286,0.430343206507879,-0.978231423080673,"GasA","Gd","Y","SBrkr",-1.1270247946703,-0.774634557004699,-0.0991637380559907,-2.08546356116615,-0.825377178471893,-0.247287524019095,-1.02333702424987,-0.75451328527069,-1.03620832783924,-0.198938873711235,"TA",-0.913477600297417,"Typ",-0.925709800057813,"NA","Detchd",1.09818821085295,"Unf",0.30485717931597,0.0493966753531199,"TA","TA","Y",0.10272415177875,-0.698790265713364,-0.357875023281709,-0.101227031600664,-0.288330404854844,-0.070328784149192,"NA","NA","NA",-0.0918138264891371,"5","2010","WD","Normal",-1.68380790612291,-1.89701550709094,-1.5164663210415,-0.479707254849782,"FALSE","FALSE","Barato"
