"","MSSubClass","MSZoning","LotArea","Street","Alley","LotShape","LandContour","Utilities","LotConfig","LandSlope","Neighborhood","Condition1","Condition2","BldgType","HouseStyle","OverallQual","OverallCond","YearBuilt","YearRemodAdd","RoofStyle","RoofMatl","Exterior1st","Exterior2nd","MasVnrType","MasVnrArea","ExterQual","ExterCond","Foundation","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","BsmtFinSF1","BsmtFinType2","BsmtFinSF2","BsmtUnfSF","TotalBsmtSF","Heating","HeatingQC","CentralAir","Electrical","1stFlrSF","2ndFlrSF","LowQualFinSF","GrLivArea","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","KitchenQual","TotRmsAbvGrd","Functional","Fireplaces","FireplaceQu","GarageType","GarageYrBlt","GarageFinish","GarageCars","GarageArea","GarageQual","GarageCond","PavedDrive","WoodDeckSF","OpenPorchSF","EnclosedPorch","3SsnPorch","ScreenPorch","PoolArea","PoolQC","Fence","MiscFeature","MiscVal","MoSold","YrSold","SaleType","SaleCondition","SalePrice","TotalSF","Total_Bathrooms","Total_porch_SF","hasPool","hasBasement","hasFirePlaces","has2ndFloor","GrupoPrecio"
"66","1_story_1946_","RL",0.390364504183512,"Pave","NA","Reg","Lvl","AllPub","Corner","Gtl","NAmes","Norm","Norm","1Fam","1Story",7,5,"1960_1990","1960_1990","Hip","CompShg","BrkFace","BrkFace","None",-0.644760428806657,"Gd","TA","CBlock","TA","TA","No","Unf",0.912081621203957,"Unf",-0.331643014397708,0.74754239322607,2.60004625141407,"GasA","Ex","Y","SBrkr",2.65387365583137,-0.914952241455898,-0.123746348511058,1.19585386908306,1.03381254240598,-0.268362461461244,0.751477611639102,1.12350449595015,0.128201691416335,-0.17542048164079,"Ex",0.938180757036717,"Typ",2.09805933795079,"TA","Attchd",-0.435498137143013,"Fin",0.179818961080594,0.089386109516046,"TA","TA","Y",-0.734893767692323,-0.766597944280978,-0.343723937474906,-0.135897953653059,-0.276536832131601,0,"NA","NA","NA",-0.130244470789518,"4","2010","WD","Normal",1.10117565081943,1.85484893630049,1.43116777602269,-1.16981768162239,"False","True","True","False","Caro"
"67","1_story_1946_","RL",0.102995217748993,"Pave","NA","Reg","Lvl","AllPub","Inside","Gtl","NridgHt","Norm","Norm","1Fam","1Story",8,5,"1990_","1990_","Hip","CompShg","VinylSd","VinylSd","BrkFace",0.989012564881208,"Gd","TA","PConc","Ex","TA","Av","Unf",0.919534892747116,"Unf",-0.331643014397708,0.459400651444506,1.63132792042293,"GasA","Ex","Y","SBrkr",1.56073210463054,-0.914952241455898,-0.123746348511058,0.49986697233815,1.03381254240598,-0.268362461461244,0.751477611639102,-0.811822603525268,0.128201691416335,-0.17542048164079,"Ex",0.262994066662584,"Typ",0.575826068296276,"Gd","Attchd",0.986379612251899,"Fin",1.6801834175968,1.84478678655237,"TA","TA","Y",-0.734893767692323,-0.362672105252625,-0.343723937474906,-0.135897953653059,2.97359439791847,0,"NA","NA","NA",-0.130244470789518,"1","2009","WD","Normal",1.49673447631511,1.13026821304728,0.849551647867348,0.0141170850416255,"False","True","True","False","Caro"
"68","1_5 story_fin","RL",-0.130512122937833,"Pave","NA","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1.5Fin",5,5,"1930_1960","1930_1960","Gable","CompShg","MetalSd","MetalSd","None",-0.644760428806657,"TA","TA","CBlock","TA","TA","No","Unf",0.605487871671173,"Unf",-0.331643014397708,0.195244869353296,-0.518397141549836,"GasA","TA","Y","SBrkr",-0.865105947278593,-0.00333427684854626,-0.123746348511058,-0.644146006470808,-0.794187118669497,-0.268362461461244,-1.08929782237594,-0.811822603525268,-1.18833106274372,-0.17542048164079,"TA",-0.412192623711549,"Typ",-0.946407201358236,"NA","Detchd",-1.26492682429005,"Unf",-1.32054549543561,-0.888172351348494,"TA","TA","Y",0.359779036370681,-0.766597944280978,1.33326956184283,-0.135897953653059,-0.276536832131601,0,"NA","NA","NA",-0.130244470789518,"10","2008","COD","Abnorml",-1.29480248717199,-0.658329013648939,-1.47691286475401,0.400708029258446,"False","True","False","True","Barato"
"69","1_5 story_fin","RL",-0.786329478391868,"Pave","NA","IR1","Bnk","AllPub","Inside","Mod","SWISU","Norm","Norm","1Fam","1.5Fin",6,5,"1930_1960","1930_1960","Gable","CompShg","VinylSd","VinylSd","None",-0.644760428806657,"TA","TA","CBlock","Fa","TA","No","Unf",0.541671481303271,"Unf",-0.331643014397708,-0.0953051708074347,-1.0844995415245,"GasA","Ex","N","SBrkr",-1.50391914596522,-0.15764460939927,-0.123746348511058,-1.57879165102961,-0.794187118669497,-0.268362461461244,-1.08929782237594,-0.811822603525268,0.128201691416335,-0.17542048164079,"TA",-1.08737931408568,"Typ",-0.946407201358236,"NA","Detchd",-1.54140305333906,"Unf",-1.32054549543561,-1.44001986957848,"TA","TA","Y",-0.734893767692323,-0.766597944280978,0.396126135753506,-0.135897953653059,-0.276536832131601,0,"NA","MnPrv","NA",-0.130244470789518,"3","2010","WD","Normal",-0.133404091874596,-1.69705116781017,-1.47691286475401,-0.897995923969935,"False","True","False","True","Normal"
"70","1_story_1946_","RL",0.170404464075556,"Pave","NA","Reg","Lvl","AllPub","Inside","Gtl","SawyerW","Norm","Norm","1Fam","1Story",7,5,"1990_","1990_","Gable","CompShg","HdBoard","HdBoard","BrkFace",0.920419042245458,"Gd","TA","PConc","Gd","TA","No","Unf",0.973769559300205,"Unf",-0.331643014397708,0.103437144467104,1.36047720319367,"GasA","Ex","Y","SBrkr",1.32117715512306,-0.914952241455898,-0.123746348511058,0.325840165395961,1.03381254240598,-0.268362461461244,0.751477611639102,1.12350449595015,0.128201691416335,-0.17542048164079,"Gd",0.262994066662584,"Typ",0.575826068296276,"TA","Attchd",0.591413570753312,"RFn",0.179818961080594,0.152454397313758,"TA","TA","Y",2.20270920017295,-0.145173576545051,-0.343723937474906,-0.135897953653059,-0.276536832131601,0,"NA","NA","NA",-0.130244470789518,"4","2008","WD","Normal",0.0702596156849738,0.923329029372661,1.43116777602269,1.63296666394956,"False","True","True","False","Normal"
"71","1_5 story_fin","RM",0.583767981495155,"Pave","NA","IR1","Lvl","AllPub","Inside","Gtl","OldTown","Feedr","Norm","1Fam","1.5Fin",5,6,"1930_1960","1930_1960","Gable","CompShg","MetalSd","MetalSd","None",-0.644760428806657,"TA","TA","CBlock","TA","TA","No","Unf",0.534018433866553,"Unf",-0.331643014397708,0.150439232550737,-0.79168795533071,"GasA","TA","Y","SBrkr",-0.804528833610034,-0.914952241455898,6.58339137839969,-0.216975679429036,-0.794187118669497,-0.268362461461244,-1.08929782237594,1.12350449595015,-1.18833106274372,-0.17542048164079,"TA",0.262994066662584,"Typ",-0.946407201358236,"NA","Detchd",0.472923758303736,"Unf",0.179818961080594,0.814671419189737,"TA","TA","Y",0.907115438402183,-0.766597944280978,-0.343723937474906,-0.135897953653059,-0.276536832131601,0,"NA","NA","NA",-0.130244470789518,"5","2007","WD","Normal",-1.02604372616289,-1.57341069499598,-0.895296736598667,0.261776908680526,"False","True","False","False","Barato"
"72","1_story_1945_","RM",-0.217466511006441,"Pave","Pave","Reg","Lvl","AllPub","Inside","Gtl","OldTown","Norm","Norm","1Fam","1Story",5,6,"1930_1960","1960_1990","Gable","CompShg","VinylSd","VinylSd","None",-0.644760428806657,"TA","TA","BrkTil","TA","TA","No","Unf",0.51206423540428,"Unf",-0.331643014397708,0.834827944533875,1.25555305147423,"GasA","Gd","Y","SBrkr",1.13669230895063,-0.914952241455898,-0.123746348511058,0.185354531672017,1.03381254240598,-0.268362461461244,-1.08929782237594,-0.811822603525268,-1.18833106274372,-0.17542048164079,"TA",-1.08737931408568,"Min2",-0.946407201358236,"NA","Detchd",-1.22543022014019,"Unf",0.179818961080594,1.61353639796076,"TA","TA","Y",-0.734893767692323,1.03553272215321,3.4377319923592,-0.135897953653059,-0.276536832131601,0,"NA","GdWo","NA",-0.130244470789518,"6","2007","COD","Normal",-0.436311759957482,0.802806503376412,-0.313680608443329,0.920189610549798,"False","True","False","False","Barato"
"73","1_story_1946_","RL",-0.243399835892548,"Pave","NA","IR1","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","1Story",5,6,"1960_1990","1960_1990","Hip","CompShg","HdBoard","HdBoard","None",-0.644760428806657,"TA","TA","CBlock","Gd","TA","No","Unf",-1.52212046813172,"Unf",-0.331643014397708,0.678543216424278,-0.293908258801261,"GasA","TA","Y","SBrkr",-0.611783471937344,-0.914952241455898,-0.123746348511058,-1.56068451018135,-0.794187118669497,-0.268362461461244,-1.08929782237594,-0.811822603525268,0.128201691416335,-0.17542048164079,"TA",-1.08737931408568,"Typ",-0.946407201358236,"NA","Detchd",0.0779577168051496,"Unf",-1.32054549543561,-1.18249102773782,"TA","TA","Y",-0.734893767692323,-0.766597944280978,-0.343723937474906,-0.135897953653059,-0.276536832131601,0,"NA","MnPrv","NA",-0.130244470789518,"4","2008","WD","Normal",-1.54172193319793,-1.01554022569702,-1.47691286475401,-1.16981768162239,"False","True","False","False","Barato"
"74","duplex_all_style_age","RL",0.66518240984769,"Pave","NA","Reg","Lvl","AllPub","Inside","Gtl","Sawyer","Feedr","Norm","Duplex","SFoyer",4,4,"1960_1990","1960_1990","Gable","CompShg","Plywood","Plywood","None",-0.644760428806657,"TA","TA","CBlock","Gd","TA","Av","Unf",0.953133517417607,"Unf",-0.331643014397708,-3.1547874191401,0.374678196341235,"GasA","TA","Y","SBrkr",0.307887253758061,-0.914952241455898,-0.123746348511058,-0.530797580824158,2.86181220348146,-0.268362461461244,-2.93007325639099,3.05883159542556,-3.82139657106383,5.6792380931206,"TA",-0.412192623711549,"Typ",-0.946407201358236,"NA","CarPort",-0.396001532993155,"Unf",0.179818961080594,-0.551808149760695,"Fa","TA","Y",0.0965032986846421,-0.766597944280978,-0.343723937474906,-0.135897953653059,-0.276536832131601,0,"NA","NA","NA",-0.130244470789518,"1","2008","WD","Alloca",-1.57326568386459,-0.0268105514379443,0.849551647867348,-0.444959661215849,"False","True","False","False","Barato"
"75","1_story_1946_","RL",0.319370560175086,"Pave","NA","IR1","Lvl","AllPub","CulDSac","Gtl","NoRidge","Norm","Norm","1Fam","1Story",8,5,"1990_","1990_","Hip","CompShg","Wd Sdng","Wd Sdng","BrkFace",3.30872078492657,"Gd","TA","PConc","Gd","TA","Av","GLQ",0.387087237343804,"GLQ",6.27659706151343,-0.0273271211354935,2.39019794797518,"GasA","Ex","Y","SBrkr",2.52445891299399,-0.914952241455898,-0.123746348511058,1.12063359559907,1.03381254240598,-0.268362461461244,0.751477611639102,-0.811822603525268,0.128201691416335,-0.17542048164079,"Gd",0.262994066662584,"Typ",2.09805933795079,"Gd","Attchd",0.591413570753312,"Fin",1.6801834175968,1.62930346991019,"TA","TA","Y",0.526058449646074,0.103396170549321,-0.343723937474906,-0.135897953653059,-0.276536832131601,0,"NA","NA","NA",-0.130244470789518,"6","2009","WD","Normal",0.123811113153045,1.74352805140556,0.849551647867348,0.267817392183914,"False","True","True","False","Normal"
"76","1_5 story_fin","RL",0.258412890687544,"Pave","Grvl","Reg","Lvl","AllPub","Inside","Gtl","OldTown","Norm","Norm","1Fam","1.5Fin",4,5,"1900_1930","1930_1960","Gable","CompShg","MetalSd","MetalSd","None",-0.644760428806657,"TA","TA","BrkTil","TA","TA","No","Unf",-1.52212046813172,"Unf",-0.331643014397708,0.875568588966785,0.655289299776953,"GasA","TA","Y","SBrkr",0.45933003792946,-0.914952241455898,13.392152404203,1.59373171937535,-0.794187118669497,-0.268362461461244,0.751477611639102,-0.811822603525268,0.128201691416335,-0.17542048164079,"Gd",0.938180757036717,"Min2",0.575826068296276,"TA","Detchd",-0.988450595241035,"Unf",0.179818961080594,0.120920253414902,"TA","TA","Y",-0.734893767692323,-0.766597944280978,6.75883676551786,-0.135897953653059,-0.276536832131601,0,"NA","NA","NA",-0.130244470789518,"6","2009","WD","Normal",0.111574308550337,0.205842330652411,-0.313680608443329,1.43967119184115,"False","True","True","False","Normal"
"77","1_5 story_fin","RL",0.258412890687544,"Pave","NA","Reg","Lvl","AllPub","Inside","Gtl","OldTown","Norm","Norm","1Fam","1.5Fin",5,7,"1900_1930","1960_1990","Gable","CompShg","HdBoard","HdBoard","None",-0.644760428806657,"TA","TA","CBlock","Fa","TA","No","Unf",-1.52212046813172,"Unf",-0.331643014397708,0.489935465739262,-0.938093748427607,"GasA","Ex","Y","SBrkr",-0.931190071280659,0.756347360324247,1.70547303155551,0.386878878737647,-0.794187118669497,-0.268362461461244,0.751477611639102,1.12350449595015,0.128201691416335,-0.17542048164079,"TA",0.938180757036717,"Min2",-0.946407201358236,"NA","Detchd",-2.48932155293566,"Unf",-1.32054549543561,-1.70806009271875,"Fa","Fa","N",-0.734893767692323,-0.766597944280978,-0.343723937474906,6.47851025930443,-0.276536832131601,0,"NA","MnPrv","NA",-0.130244470789518,"8","2009","WD","Normal",-0.862345873995069,-0.453982901564364,0.26793551971201,-0.324149991148092,"False","True","False","True","Barato"
"78","1_5 story_fin","RM",0.780689980054451,"Pave","NA","Reg","Lvl","AllPub","Inside","Gtl","IDOTRR","Norm","Norm","1Fam","1.5Fin",5,5,"1930_1960","1930_1960","Gable","CompShg","Wd Sdng","Wd Sdng","None",-0.644760428806657,"TA","TA","CBlock","TA","TA","No","Unf",0.587702918893222,"Unf",-0.331643014397708,0.323065649273229,-0.32806961052387,"GasA","TA","Y","FuseA",-0.650332544271882,0.623403073819008,-0.123746348511058,0.183212332619446,-0.794187118669497,-0.268362461461244,-1.08929782237594,1.12350449595015,1.44473444557639,-0.17542048164079,"TA",-0.412192623711549,"Typ",-0.946407201358236,"NA","Attchd",-1.14643701184047,"Unf",-1.32054549543561,-1.1719796464382,"TA","TA","Y",1.26738750049887,-0.766597944280978,-0.343723937474906,-0.135897953653059,-0.276536832131601,0,"NA","MnPrv","NA",-0.130244470789518,"6","2007","WD","Normal",-0.468888353182965,-0.00986732293409323,-0.895296736598667,0.575882050856692,"False","True","False","True","Barato"
"79","1_5 story_fin","RL",0.549072798107094,"Pave","NA","IR1","Bnk","AllPub","Inside","Mod","Gilbert","Norm","Norm","1Fam","1.5Fin",8,7,"1960_1990","1990_","Gable","CompShg","Wd Sdng","Wd Sdng","None",-0.644760428806657,"Gd","TA","Wood","Gd","TA","Av","Unf",0.593460632815861,"Unf",-0.331643014397708,-0.410000994792553,-1.18454350014072,"GasA","Gd","Y","SBrkr",-0.182236665923922,0.680379196606968,-0.123746348511058,0.575030000296618,-0.794187118669497,-0.268362461461244,0.751477611639102,-0.811822603525268,1.44473444557639,-0.17542048164079,"TA",0.938180757036717,"Typ",-0.946407201358236,"NA","Basment",0.35443394585416,"RFn",0.179818961080594,-0.0682846099782347,"TA","TA","Y",1.51680662041196,-0.5801706339602,-0.343723937474906,-0.135897953653059,-0.276536832131601,0,"NA","NA","NA",-0.130244470789518,"6","2010","WD","Normal",-0.21681601697697,-0.238348822250166,-0.313680608443329,0.865825259019308,"False","True","False","True","Barato"
"80","2_story_1945_","RM",-0.528184169004063,"Pave","NA","Reg","Lvl","AllPub","Inside","Gtl","IDOTRR","Norm","Norm","1Fam","2Story",6,5,"1900_1930","1930_1960","Gable","CompShg","Plywood","Plywood","None",-0.644760428806657,"TA","TA","CBlock","TA","Fa","No","Unf",0.663451902285479,"Unf",-0.331643014397708,-0.183835685041671,-0.79168795533071,"GasA","Fa","Y","SBrkr",-0.000505324918242821,0.946267769617445,-0.123746348511058,0.898112820191543,1.03381254240598,-0.268362461461244,0.751477611639102,-0.811822603525268,1.44473444557639,-0.17542048164079,"TA",0.938180757036717,"Typ",-0.946407201358236,"NA","Attchd",-2.05485890728722,"Unf",-1.32054549543561,-0.993286164344682,"TA","TA","Y",-0.734893767692323,-0.766597944280978,3.15823307580625,-0.135897953653059,-0.276536832131601,0,"NA","MnPrv","NA",-0.130244470789518,"8","2009","WD","Normal",0.264296463689814,0.237468133321441,0.849551647867348,0.116805304599218,"False","True","False","True","Caro"
"81","1_5 story_fin","RL",0.432218308592045,"Pave","NA","Reg","Lvl","AllPub","Inside","Gtl","Edwards","Norm","Norm","1Fam","1.5Fin",5,4,"1930_1960","1990_","Gable","CompShg","Wd Sdng","Wd Sdng","None",-0.644760428806657,"TA","TA","CBlock","TA","TA","No","Unf",0.461147644079483,"Unf",-0.331643014397708,0.306829551811327,-0.674563320853193,"GasA","Gd","Y","SBrkr",0.0050016854152626,0.43348266452581,-0.123746348511058,0.505709164397721,-0.794187118669497,-0.268362461461244,-1.08929782237594,1.12350449595015,0.128201691416335,-0.17542048164079,"TA",0.938180757036717,"Min2",0.575826068296276,"Gd","Attchd",-1.18593361599033,"Unf",-1.32054549543561,-1.17723533708801,"TA","TA","Y",-0.734893767692323,-0.766597944280978,-0.343723937474906,-0.135897953653059,2.78241020791552,0,"NA","NA","NA",-0.130244470789518,"1","2009","WD","Normal",-0.962123513169597,0.0125959463994767,-0.895296736598667,-0.203340321080336,"False","True","True","True","Barato"
"82","split_multi_level","RL",0.419541289713991,"Pave","NA","IR1","Lvl","AllPub","Corner","Gtl","Mitchel","Norm","Norm","1Fam","SLvl",6,5,"1960_1990","1960_1990","Gable","CompShg","HdBoard","HdBoard","None",-0.644760428806657,"TA","TA","PConc","Gd","TA","Av","Unf",0.674620601048103,"Unf",-0.331643014397708,0.323065649273229,-0.0376981208816915,"GasA","TA","Y","SBrkr",-0.23179975892547,-0.914952241455898,-0.123746348511058,-1.09612974298889,1.03381254240598,-0.268362461461244,-1.08929782237594,-0.811822603525268,0.128201691416335,-0.17542048164079,"TA",-1.08737931408568,"Typ",2.09805933795079,"TA","Attchd",-0.119525303944144,"RFn",0.179818961080594,0.178732850562805,"TA","TA","Y",0.0965032986846421,-0.766597944280978,-0.343723937474906,-0.135897953653059,-0.276536832131601,0,"NA","NA","NA",-0.130244470789518,"5","2007","WD","Normal",-0.584363555164997,-0.586098490409619,-0.313680608443329,-0.444959661215849,"False","True","True","False","Barato"
"83","1_story_1946_","RL",1.24807924585826,"Pave","NA","IR1","Lvl","AllPub","Corner","Gtl","Edwards","Norm","Norm","1Fam","1Story",5,7,"1930_1960","1990_","Hip","CompShg","Wd Sdng","Wd Sdng","None",-0.644760428806657,"TA","Gd","CBlock","TA","Gd","Mn","Unf",0.47055309657327,"Unf",-0.331643014397708,-0.516567865144653,-1.55055798288296,"GasA","Ex","Y","SBrkr",0.492372099930492,-0.914952241455898,-0.123746348511058,-0.357582094776235,-0.794187118669497,-0.268362461461244,0.751477611639102,-0.811822603525268,0.128201691416335,-0.17542048164079,"Gd",-0.412192623711549,"Typ",0.575826068296276,"TA","Detchd",0.67040677905303,"Unf",0.179818961080594,0.373193404605751,"TA","TA","Y",-0.734893767692323,-0.114102358158254,-0.343723937474906,-0.135897953653059,-0.276536832131601,0,"NA","NA","NA",-0.130244470789518,"7","2007","WD","Normal",0.408170486578744,-1.23687929027215,-0.313680608443329,-0.916117374480098,"False","True","True","False","Caro"
"84","2_story_PUD_1946","FV",-2.76215366705099,"Pave","NA","Reg","Lvl","AllPub","Inside","Gtl","Somerst","Norm","Norm","Twnhs","2Story",6,5,"1990_","1990_","Gable","CompShg","MetalSd","MetalSd","BrkFace",2.19875287318444,"Gd","TA","PConc","Gd","TA","No","Unf",0.600726575471428,"Unf",-0.331643014397708,0.0845259362744087,-0.703844479472572,"GasA","Ex","Y","SBrkr",-1.03857677278401,0.879795626364826,-0.123746348511058,0.111737932392085,-0.794187118669497,-0.268362461461244,0.751477611639102,1.12350449595015,0.128201691416335,-0.17542048164079,"Gd",-1.08737931408568,"Typ",0.575826068296276,"TA","Detchd",0.828393195652464,"Unf",0.179818961080594,-0.341580523768321,"TA","TA","Y",-0.734893767692323,-0.766597944280978,-0.343723937474906,-0.135897953653059,-0.276536832131601,0,"NA","NA","NA",-0.130244470789518,"6","2007","WD","Normal",0.0362428936357677,-0.283769923602124,0.26793551971201,-1.16981768162239,"False","True","True","True","Normal"
"85","1_story_1945_","RM",0.420712458618796,"Pave","NA","Reg","Lvl","AllPub","Corner","Gtl","OldTown","Norm","Norm","1Fam","1Story",6,5,"1900_1930","1930_1960","Gable","CompShg","Wd Sdng","Wd Sdng","None",-0.644760428806657,"TA","TA","BrkTil","TA","TA","No","Unf",-1.52212046813172,"Unf",-0.331643014397708,0.825098782357958,0.379558389444464,"GasA","TA","Y","FuseA",0.148183954086403,-0.914952241455898,-0.123746348511058,-0.688358520189969,-0.794187118669497,-0.268362461461244,-1.08929782237594,-0.811822603525268,1.44473444557639,-0.17542048164079,"TA",0.262994066662584,"Typ",-0.946407201358236,"NA","Detchd",-2.21284532388665,"Unf",-1.32054549543561,-1.01430892694392,"Fa","Fa","Y",-0.734893767692323,-0.766597944280978,3.40484976688239,-0.135897953653059,-0.276536832131601,0,"NA","NA","NA",-0.130244470789518,"3","2006","WD","Family",-1.1176530777594,-0.106989564973411,-1.47691286475401,0.207412557150036,"False","True","False","False","Barato"
"86","2_story_PUD_1946","FV",-1.09300950016635,"Pave","NA","IR2","Lvl","AllPub","FR2","Gtl","Somerst","Norm","Norm","TwnhsE","2Story",7,5,"1990_","1990_","Gable","CompShg","MetalSd","MetalSd","None",-0.644760428806657,"Gd","TA","PConc","Gd","TA","No","Unf",0.391479198532046,"Unf",-0.331643014397708,0.0703607441920097,-1.20406427255364,"GasA","Ex","Y","SBrkr",-1.6388408991361,0.393124577551005,-0.123746348511058,-0.972726634538206,-0.794187118669497,-0.268362461461244,0.751477611639102,1.12350449595015,-1.18833106274372,-0.17542048164079,"Gd",-1.76256600445982,"Typ",-0.946407201358236,"NA","Detchd",0.986379612251899,"Unf",0.179818961080594,-0.131352897775947,"TA","TA","Y",-0.734893767692323,0.165538607322913,-0.343723937474906,-0.135897953653059,-0.276536832131601,0,"NA","NA","NA",-0.130244470789518,"3","2007","WD","Normal",-0.539473067484676,-1.40317641635473,0.26793551971201,-0.807388671419118,"False","True","False","True","Barato"
"87","1_story_1946_","RL",0.891654705489355,"Pave","NA","Reg","Lvl","AllPub","Inside","Gtl","Timber","Norm","Norm","1Fam","1Story",8,5,"1990_","1990_","Hip","CompShg","VinylSd","VinylSd","BrkFace",0.826882420469435,"Gd","TA","PConc","Gd","TA","Av","Unf",0.981640497350206,"Unf",-0.331643014397708,0.0774880265676275,1.39463855491628,"GasA","Ex","Y","SBrkr",1.32943767062332,-0.914952241455898,-0.123746348511058,0.33199446736611,1.03381254240598,-0.268362461461244,0.751477611639102,-0.811822603525268,0.128201691416335,-0.17542048164079,"Gd",1.61336744741085,"Typ",0.575826068296276,"Gd","Attchd",0.907386403952182,"Fin",1.6801834175968,1.59251363536152,"TA","TA","Y",-0.734893767692323,3.14837557245537,-0.343723937474906,-0.135897953653059,-0.276536832131601,0,"NA","NA","NA",-0.130244470789518,"11","2007","WD","Normal",1.43707037419305,0.941588005435046,0.849551647867348,0.352384161231343,"False","True","True","False","Caro"
"88","1_story_1946_","RL",0.104774187047129,"Pave","NA","Reg","Lvl","AllPub","Inside","Gtl","Sawyer","Norm","Norm","1Fam","1Story",4,7,"1930_1960","1990_","Gable","CompShg","VinylSd","HdBoard","None",-0.644760428806657,"TA","TA","CBlock","Gd","TA","No","Unf",0.605487871671173,"Unf",-0.331643014397708,0.459400651444506,0.0550255480796765,"GasA","TA","Y","SBrkr",-0.218032233091707,-0.914952241455898,-0.123746348511058,-1.08045275829367,-0.794187118669497,-0.268362461461244,0.751477611639102,-0.811822603525268,-1.18833106274372,-0.17542048164079,"Gd",-1.76256600445982,"Min2",-0.946407201358236,"NA","Attchd",0.67040677905303,"Unf",0.179818961080594,-0.362603286367559,"TA","TA","Y",1.27431580938534,-0.766597944280978,-0.343723937474906,-0.135897953653059,-0.276536832131601,0,"NA","NA","NA",-0.130244470789518,"2","2010","WD","Normal",-1.03897690596802,-0.515338324199669,-0.313680608443329,0.58192253436008,"False","True","False","False","Barato"
"89","1_story_1946_","RL",-0.0512268743533114,"Pave","NA","Reg","Lvl","AllPub","Corner","Gtl","Edwards","Norm","Norm","1Fam","1Story",5,6,"1930_1960","1930_1960","Gable","CompShg","VinylSd","VinylSd","None",-0.644760428806657,"TA","Gd","CBlock","Fa","TA","No","Unf",-1.52212046813172,"Unf",-0.331643014397708,0.182174696583813,-1.61888068632818,"GasA","Ex","Y","SBrkr",-0.42454512059816,-0.914952241455898,-0.123746348511058,-1.32370131258513,-0.794187118669497,-0.268362461461244,-1.08929782237594,-0.811822603525268,0.128201691416335,-0.17542048164079,"TA",-0.412192623711549,"Typ",-0.946407201358236,"NA","Detchd",-0.988450595241035,"Unf",-1.32054549543561,-0.977519092395253,"TA","TA","Y",-0.31919523450384,-0.766597944280978,0.576978375876007,-0.135897953653059,-0.276536832131601,0,"NA","MnPrv","NA",-0.130244470789518,"1","2010","Oth","Abnorml",-0.0673656971967861,-2.04833328017063,-1.47691286475401,-0.4691215952294,"False","True","False","False","Normal"
"90","1_story_PUD_1946_","RL",-1.98945791110621,"Pave","NA","Reg","Lvl","AllPub","Inside","Gtl","Blmngtn","Norm","Norm","TwnhsE","1Story",7,5,"1990_","1990_","Gable","CompShg","VinylSd","VinylSd","BrkFace",-0.544988032245566,"Gd","TA","PConc","Gd","TA","Av","Unf",-0.532886149541125,"Unf",-0.331643014397708,0.894055066613562,0.80169509287385,"GasA","Ex","Y","SBrkr",1.12567828828362,-0.914952241455898,-0.123746348511058,0.176777481240511,-0.794187118669497,-0.268362461461244,0.751477611639102,-0.811822603525268,-1.18833106274372,-0.17542048164079,"Gd",0.262994066662584,"Typ",0.575826068296276,"TA","Attchd",1.02587621640176,"Fin",0.179818961080594,-0.394137430266415,"TA","TA","Y",0.25585440307356,-0.455885760413014,-0.343723937474906,-0.135897953653059,-0.276536832131601,0,"NA","NA","NA",-0.130244470789518,"5","2009","WD","Normal",0.314723092635982,0.584251581080497,-0.313680608443329,-0.185218870570172,"False","True","True","False","Caro"
"91","PUD_multilevel","RM",-1.71630586574657,"Pave","NA","Reg","Lvl","AllPub","Inside","Gtl","Edwards","Norm","Norm","TwnhsE","SFoyer",6,5,"1990_","1990_","Gable","CompShg","VinylSd","VinylSd","BrkFace",-0.145898446001202,"TA","TA","Wood","Gd","TA","Gd","Unf",0.67975534521506,"Unf",-0.331643014397708,-3.1547874191401,-1.2138246587601,"GasA","Gd","Y","SBrkr",-0.204264707257943,-0.914952241455898,-0.123746348511058,-1.06484899658692,1.03381254240598,-0.268362461461244,-1.08929782237594,-0.811822603525268,-1.18833106274372,-0.17542048164079,"TA",-1.08737931408568,"Typ",-0.946407201358236,"NA","Basment",1.02587621640176,"Fin",0.179818961080594,0.105153181465474,"TA","TA","Y",-0.734893767692323,-0.331600886865829,-0.343723937474906,-0.135897953653059,-0.276536832131601,0,"NA","NA","NA",-0.130244470789518,"4","2009","WD","Normal",-0.461804122023195,-1.475422342105,-0.313680608443329,-1.00068414352753,"False","True","False","False","Barato"
